pickup_date,pickup_month,hvfhs_license_num,company,location_id,borough,zone,trips
2019-08-01,2019-08,HV0003,Uber,2,Queens,Jamaica Bay,1
2019-08-01,2019-08,HV0003,Uber,3,Bronx,Allerton/Pelham Gardens,991
2019-08-01,2019-08,HV0003,Uber,4,Manhattan,Alphabet City,1781
2019-08-01,2019-08,HV0003,Uber,5,Staten Island,Arden Heights,146
2019-08-01,2019-08,HV0003,Uber,6,Staten Island,Arrochar/Fort Wadsworth,238
2019-08-01,2019-08,HV0003,Uber,7,Queens,Astoria,3756
2019-08-01,2019-08,HV0003,Uber,8,Queens,Astoria Park,34
2019-08-01,2019-08,HV0003,Uber,9,Queens,Auburndale,439
2019-08-01,2019-08,HV0003,Uber,10,Queens,Baisley Park,1344
2019-08-01,2019-08,HV0003,Uber,11,Brooklyn,Bath Beach,430
2019-08-01,2019-08,HV0003,Uber,12,Manhattan,Battery Park,123
2019-08-01,2019-08,HV0003,Uber,13,Manhattan,Battery Park City,3008
2019-08-01,2019-08,HV0003,Uber,14,Brooklyn,Bay Ridge,2301
2019-08-01,2019-08,HV0003,Uber,15,Queens,Bay Terrace/Fort Totten,341
2019-08-01,2019-08,HV0003,Uber,16,Queens,Bayside,1042
2019-08-01,2019-08,HV0003,Uber,17,Brooklyn,Bedford,3207
2019-08-01,2019-08,HV0003,Uber,18,Bronx,Bedford Park,2277
2019-08-01,2019-08,HV0003,Uber,19,Queens,Bellerose,323
2019-08-01,2019-08,HV0003,Uber,20,Bronx,Belmont,1364
2019-08-01,2019-08,HV0003,Uber,21,Brooklyn,Bensonhurst East,1010
2019-08-01,2019-08,HV0003,Uber,22,Brooklyn,Bensonhurst West,1503
2019-08-01,2019-08,HV0003,Uber,23,Staten Island,Bloomfield/Emerson Hill,651
2019-08-01,2019-08,HV0003,Uber,24,Manhattan,Bloomingdale,650
2019-08-01,2019-08,HV0003,Uber,25,Brooklyn,Boerum Hill,2138
2019-08-01,2019-08,HV0003,Uber,26,Brooklyn,Borough Park,2261
2019-08-01,2019-08,HV0003,Uber,27,Queens,Breezy Point/Fort Tilden/Riis Beach,54
2019-08-01,2019-08,HV0003,Uber,28,Queens,Briarwood/Jamaica Hills,826
2019-08-01,2019-08,HV0003,Uber,29,Brooklyn,Brighton Beach,942
