pickup_date,pickup_month,hvfhs_license_num,company,location_id,borough,zone,trips
2022-12-01,2022-12,HV0003,Uber,3,Bronx,Allerton/Pelham Gardens,889
2022-12-01,2022-12,HV0003,Uber,4,Manhattan,Alphabet City,1372
2022-12-01,2022-12,HV0003,Uber,5,Staten Island,Arden Heights,132
2022-12-01,2022-12,HV0003,Uber,6,Staten Island,Arrochar/Fort Wadsworth,211
2022-12-01,2022-12,HV0003,Uber,7,Queens,Astoria,3412
2022-12-01,2022-12,HV0003,Uber,8,Queens,Astoria Park,6
2022-12-01,2022-12,HV0003,Uber,9,Queens,Auburndale,378
2022-12-01,2022-12,HV0003,Uber,10,Queens,Baisley Park,1205
2022-12-01,2022-12,HV0003,Uber,11,Brooklyn,Bath Beach,460
2022-12-01,2022-12,HV0003,Uber,12,Manhattan,Battery Park,88
2022-12-01,2022-12,HV0003,Uber,13,Manhattan,Battery Park City,3228
2022-12-01,2022-12,HV0003,Uber,14,Brooklyn,Bay Ridge,2194
2022-12-01,2022-12,HV0003,Uber,15,Queens,Bay Terrace/Fort Totten,235
2022-12-01,2022-12,HV0003,Uber,16,Queens,Bayside,848
2022-12-01,2022-12,HV0003,Uber,17,Brooklyn,Bedford,3044
2022-12-01,2022-12,HV0003,Uber,18,Bronx,Bedford Park,1776
2022-12-01,2022-12,HV0003,Uber,19,Queens,Bellerose,328
2022-12-01,2022-12,HV0003,Uber,20,Bronx,Belmont,1222
2022-12-01,2022-12,HV0003,Uber,21,Brooklyn,Bensonhurst East,1070
2022-12-01,2022-12,HV0003,Uber,22,Brooklyn,Bensonhurst West,1489
2022-12-01,2022-12,HV0003,Uber,23,Staten Island,Bloomfield/Emerson Hill,698
2022-12-01,2022-12,HV0003,Uber,24,Manhattan,Bloomingdale,582
2022-12-01,2022-12,HV0003,Uber,25,Brooklyn,Boerum Hill,2092
2022-12-01,2022-12,HV0003,Uber,26,Brooklyn,Borough Park,2902
2022-12-01,2022-12,HV0003,Uber,27,Queens,Breezy Point/Fort Tilden/Riis Beach,7
2022-12-01,2022-12,HV0003,Uber,28,Queens,Briarwood/Jamaica Hills,1019
2022-12-01,2022-12,HV0003,Uber,29,Brooklyn,Brighton Beach,805
2022-12-01,2022-12,HV0003,Uber,30,Queens,Broad Channel,16
2022-12-01,2022-12,HV0003,Uber,31,Bronx,Bronx Park,118
2022-12-01,2022-12,HV0003,Uber,32,Bronx,Bronxdale,981
2022-12-01,2022-12,HV0003,Uber,33,Brooklyn,Brooklyn Heights,1916
2022-12-01,2022-12,HV0003,Uber,34,Brooklyn,Brooklyn Navy Yard,320
2022-12-01,2022-12,HV0003,Uber,35,Brooklyn,Brownsville,2401
2022-12-01,2022-12,HV0003,Uber,36,Brooklyn,Bushwick North,2810
2022-12-01,2022-12,HV0003,Uber,37,Brooklyn,Bushwick South,3796
2022-12-01,2022-12,HV0003,Uber,38,Queens,Cambria Heights,451
2022-12-01,2022-12,HV0003,Uber,39,Brooklyn,Canarsie,2950
2022-12-01,2022-12,HV0003,Uber,40,Brooklyn,Carroll Gardens,918
2022-12-01,2022-12,HV0003,Uber,41,Manhattan,Central Harlem,2520
2022-12-01,2022-12,HV0003,Uber,42,Manhattan,Central Harlem North,3463
2022-12-01,2022-12,HV0003,Uber,43,Manhattan,Central Park,855
2022-12-01,2022-12,HV0003,Uber,44,Staten Island,Charleston/Tottenville,139
2022-12-01,2022-12,HV0003,Uber,45,Manhattan,Chinatown,1065
2022-12-01,2022-12,HV0003,Uber,46,Bronx,City Island,38
2022-12-01,2022-12,HV0003,Uber,47,Bronx,Claremont/Bathgate,1375
2022-12-01,2022-12,HV0003,Uber,48,Manhattan,Clinton East,4784
2022-12-01,2022-12,HV0003,Uber,49,Brooklyn,Clinton Hill,2258
2022-12-01,2022-12,HV0003,Uber,50,Manhattan,Clinton West,3433
2022-12-01,2022-12,HV0003,Uber,51,Bronx,Co-Op City,1498
2022-12-01,2022-12,HV0003,Uber,52,Brooklyn,Cobble Hill,634
2022-12-01,2022-12,HV0003,Uber,53,Queens,College Point,492
2022-12-01,2022-12,HV0003,Uber,54,Brooklyn,Columbia Street,228
2022-12-01,2022-12,HV0003,Uber,55,Brooklyn,Coney Island,1012
2022-12-01,2022-12,HV0003,Uber,56,Queens,Corona,1079
2022-12-01,2022-12,HV0003,Uber,57,Queens,Corona,65
2022-12-01,2022-12,HV0003,Uber,58,Bronx,Country Club,138
2022-12-01,2022-12,HV0003,Uber,59,Bronx,Crotona Park,44
2022-12-01,2022-12,HV0003,Uber,60,Bronx,Crotona Park East,910
2022-12-01,2022-12,HV0003,Uber,61,Brooklyn,Crown Heights North,4538
2022-12-01,2022-12,HV0003,Uber,62,Brooklyn,Crown Heights South,1366
2022-12-01,2022-12,HV0003,Uber,63,Brooklyn,Cypress Hills,1176
2022-12-01,2022-12,HV0003,Uber,64,Queens,Douglaston,288
2022-12-01,2022-12,HV0003,Uber,65,Brooklyn,Downtown Brooklyn/MetroTech,1676
2022-12-01,2022-12,HV0003,Uber,66,Brooklyn,DUMBO/Vinegar Hill,1585
2022-12-01,2022-12,HV0003,Uber,67,Brooklyn,Dyker Heights,854
2022-12-01,2022-12,HV0003,Uber,68,Manhattan,East Chelsea,6302
2022-12-01,2022-12,HV0003,Uber,69,Bronx,East Concourse/Concourse Village,1969
2022-12-01,2022-12,HV0003,Uber,70,Queens,East Elmhurst,820
2022-12-01,2022-12,HV0003,Uber,71,Brooklyn,East Flatbush/Farragut,1609
2022-12-01,2022-12,HV0003,Uber,72,Brooklyn,East Flatbush/Remsen Village,1946
2022-12-01,2022-12,HV0003,Uber,73,Queens,East Flushing,403
2022-12-01,2022-12,HV0003,Uber,74,Manhattan,East Harlem North,2667
2022-12-01,2022-12,HV0003,Uber,75,Manhattan,East Harlem South,2765
2022-12-01,2022-12,HV0003,Uber,76,Brooklyn,East New York,4096
