pickup_date,pickup_month,hvfhs_license_num,company,location_id,borough,zone,trips
2025-01-01,2025-01,HV0003,Uber,2,Queens,Jamaica Bay,1
2025-01-01,2025-01,HV0003,Uber,3,Bronx,Allerton/Pelham Gardens,1108
2025-01-01,2025-01,HV0003,Uber,4,Manhattan,Alphabet City,1751
2025-01-01,2025-01,HV0003,Uber,5,Staten Island,Arden Heights,158
2025-01-01,2025-01,HV0003,Uber,6,Staten Island,Arrochar/Fort Wadsworth,255
2025-01-01,2025-01,HV0003,Uber,7,Queens,Astoria,6014
2025-01-01,2025-01,HV0003,Uber,8,Queens,Astoria Park,11
2025-01-01,2025-01,HV0003,Uber,9,Queens,Auburndale,365
2025-01-01,2025-01,HV0003,Uber,10,Queens,Baisley Park,1543
2025-01-01,2025-01,HV0003,Uber,11,Brooklyn,Bath Beach,614
2025-01-01,2025-01,HV0003,Uber,12,Manhattan,Battery Park,101
2025-01-01,2025-01,HV0003,Uber,13,Manhattan,Battery Park City,1124
2025-01-01,2025-01,HV0003,Uber,14,Brooklyn,Bay Ridge,2869
2025-01-01,2025-01,HV0003,Uber,15,Queens,Bay Terrace/Fort Totten,344
2025-01-01,2025-01,HV0003,Uber,16,Queens,Bayside,1136
2025-01-01,2025-01,HV0003,Uber,17,Brooklyn,Bedford,4731
2025-01-01,2025-01,HV0003,Uber,18,Bronx,Bedford Park,2924
2025-01-01,2025-01,HV0003,Uber,19,Queens,Bellerose,417
2025-01-01,2025-01,HV0003,Uber,20,Bronx,Belmont,1435
2025-01-01,2025-01,HV0003,Uber,21,Brooklyn,Bensonhurst East,1466
2025-01-01,2025-01,HV0003,Uber,22,Brooklyn,Bensonhurst West,1977
2025-01-01,2025-01,HV0003,Uber,23,Staten Island,Bloomfield/Emerson Hill,625
2025-01-01,2025-01,HV0003,Uber,24,Manhattan,Bloomingdale,678
2025-01-01,2025-01,HV0003,Uber,25,Brooklyn,Boerum Hill,2900
2025-01-01,2025-01,HV0003,Uber,26,Brooklyn,Borough Park,2768
2025-01-01,2025-01,HV0003,Uber,27,Queens,Breezy Point/Fort Tilden/Riis Beach,56
2025-01-01,2025-01,HV0003,Uber,28,Queens,Briarwood/Jamaica Hills,1173
2025-01-01,2025-01,HV0003,Uber,29,Brooklyn,Brighton Beach,1077
2025-01-01,2025-01,HV0003,Uber,30,Queens,Broad Channel,57
2025-01-01,2025-01,HV0003,Uber,31,Bronx,Bronx Park,211
2025-01-01,2025-01,HV0003,Uber,32,Bronx,Bronxdale,1454
2025-01-01,2025-01,HV0003,Uber,33,Brooklyn,Brooklyn Heights,1729
2025-01-01,2025-01,HV0003,Uber,34,Brooklyn,Brooklyn Navy Yard,1105
2025-01-01,2025-01,HV0003,Uber,35,Brooklyn,Brownsville,2907
2025-01-01,2025-01,HV0003,Uber,36,Brooklyn,Bushwick North,6945
2025-01-01,2025-01,HV0003,Uber,37,Brooklyn,Bushwick South,9068
2025-01-01,2025-01,HV0003,Uber,38,Queens,Cambria Heights,598
2025-01-01,2025-01,HV0003,Uber,39,Brooklyn,Canarsie,3646
2025-01-01,2025-01,HV0003,Uber,40,Brooklyn,Carroll Gardens,1045
2025-01-01,2025-01,HV0003,Uber,41,Manhattan,Central Harlem,3202
2025-01-01,2025-01,HV0003,Uber,42,Manhattan,Central Harlem North,4514
2025-01-01,2025-01,HV0003,Uber,43,Manhattan,Central Park,769
2025-01-01,2025-01,HV0003,Uber,44,Staten Island,Charleston/Tottenville,372
2025-01-01,2025-01,HV0003,Uber,45,Manhattan,Chinatown,1173
2025-01-01,2025-01,HV0003,Uber,46,Bronx,City Island,97
2025-01-01,2025-01,HV0003,Uber,47,Bronx,Claremont/Bathgate,1847
2025-01-01,2025-01,HV0003,Uber,48,Manhattan,Clinton East,4806
2025-01-01,2025-01,HV0003,Uber,49,Brooklyn,Clinton Hill,3389
2025-01-01,2025-01,HV0003,Uber,50,Manhattan,Clinton West,2709
2025-01-01,2025-01,HV0003,Uber,51,Bronx,Co-Op City,1877
2025-01-01,2025-01,HV0003,Uber,52,Brooklyn,Cobble Hill,510
2025-01-01,2025-01,HV0003,Uber,53,Queens,College Point,882
2025-01-01,2025-01,HV0003,Uber,54,Brooklyn,Columbia Street,259
2025-01-01,2025-01,HV0003,Uber,55,Brooklyn,Coney Island,1631
2025-01-01,2025-01,HV0003,Uber,56,Queens,Corona,2157
2025-01-01,2025-01,HV0003,Uber,57,Queens,Corona,162
2025-01-01,2025-01,HV0003,Uber,58,Bronx,Country Club,199
2025-01-01,2025-01,HV0003,Uber,59,Bronx,Crotona Park,49
2025-01-01,2025-01,HV0003,Uber,60,Bronx,Crotona Park East,1411
2025-01-01,2025-01,HV0003,Uber,61,Brooklyn,Crown Heights North,7449
2025-01-01,2025-01,HV0003,Uber,62,Brooklyn,Crown Heights South,1895
2025-01-01,2025-01,HV0003,Uber,63,Brooklyn,Cypress Hills,2040
2025-01-01,2025-01,HV0003,Uber,64,Queens,Douglaston,351
2025-01-01,2025-01,HV0003,Uber,65,Brooklyn,Downtown Brooklyn/MetroTech,1691
2025-01-01,2025-01,HV0003,Uber,66,Brooklyn,DUMBO/Vinegar Hill,1800
2025-01-01,2025-01,HV0003,Uber,67,Brooklyn,Dyker Heights,1067
2025-01-01,2025-01,HV0003,Uber,68,Manhattan,East Chelsea,4636
2025-01-01,2025-01,HV0003,Uber,69,Bronx,East Concourse/Concourse Village,2965
2025-01-01,2025-01,HV0003,Uber,70,Queens,East Elmhurst,1393
2025-01-01,2025-01,HV0003,Uber,71,Brooklyn,East Flatbush/Farragut,2344
2025-01-01,2025-01,HV0003,Uber,72,Brooklyn,East Flatbush/Remsen Village,2562
2025-01-01,2025-01,HV0003,Uber,73,Queens,East Flushing,644
2025-01-01,2025-01,HV0003,Uber,74,Manhattan,East Harlem North,3701
2025-01-01,2025-01,HV0003,Uber,75,Manhattan,East Harlem South,2853
2025-01-01,2025-01,HV0003,Uber,76,Brooklyn,East New York,5347
2025-01-01,2025-01,HV0003,Uber,77,Brooklyn,East New York/Pennsylvania Avenue,2212
2025-01-01,2025-01,HV0003,Uber,78,Bronx,East Tremont,2517
2025-01-01,2025-01,HV0003,Uber,79,Manhattan,East Village,7314
2025-01-01,2025-01,HV0003,Uber,80,Brooklyn,East Williamsburg,5596
2025-01-01,2025-01,HV0003,Uber,81,Bronx,Eastchester,1395
2025-01-01,2025-01,HV0003,Uber,82,Queens,Elmhurst,4770
2025-01-01,2025-01,HV0003,Uber,83,Queens,Elmhurst/Maspeth,1816
2025-01-01,2025-01,HV0003,Uber,84,Staten Island,Eltingville/Annadale/Prince's Bay,333
2025-01-01,2025-01,HV0003,Uber,85,Brooklyn,Erasmus,1782
2025-01-01,2025-01,HV0003,Uber,86,Queens,Far Rockaway,1118
2025-01-01,2025-01,HV0003,Uber,87,Manhattan,Financial District North,2574
2025-01-01,2025-01,HV0003,Uber,88,Manhattan,Financial District South,1265
2025-01-01,2025-01,HV0003,Uber,89,Brooklyn,Flatbush/Ditmas Park,4188
2025-01-01,2025-01,HV0003,Uber,90,Manhattan,Flatiron,2819
2025-01-01,2025-01,HV0003,Uber,91,Brooklyn,Flatlands,2500
2025-01-01,2025-01,HV0003,Uber,92,Queens,Flushing,2975
2025-01-01,2025-01,HV0003,Uber,93,Queens,Flushing Meadows-Corona Park,214
2025-01-01,2025-01,HV0003,Uber,94,Bronx,Fordham South,1468
2025-01-01,2025-01,HV0003,Uber,95,Queens,Forest Hills,2829
2025-01-01,2025-01,HV0003,Uber,96,Queens,Forest Park/Highland Park,51
2025-01-01,2025-01,HV0003,Uber,97,Brooklyn,Fort Greene,2872
2025-01-01,2025-01,HV0003,Uber,98,Queens,Fresh Meadows,373
2025-01-01,2025-01,HV0003,Uber,99,Staten Island,Freshkills Park,14
2025-01-01,2025-01,HV0003,Uber,100,Manhattan,Garment District,2259
2025-01-01,2025-01,HV0003,Uber,101,Queens,Glen Oaks,375
2025-01-01,2025-01,HV0003,Uber,102,Queens,Glendale,1354
2025-01-01,2025-01,HV0003,Uber,106,Brooklyn,Gowanus,777
2025-01-01,2025-01,HV0003,Uber,107,Manhattan,Gramercy,3708
2025-01-01,2025-01,HV0003,Uber,108,Brooklyn,Gravesend,783
2025-01-01,2025-01,HV0003,Uber,109,Staten Island,Great Kills,469
2025-01-01,2025-01,HV0003,Uber,110,Staten Island,Great Kills Park,1
2025-01-01,2025-01,HV0003,Uber,111,Brooklyn,Green-Wood Cemetery,24
2025-01-01,2025-01,HV0003,Uber,112,Brooklyn,Greenpoint,5263
2025-01-01,2025-01,HV0003,Uber,113,Manhattan,Greenwich Village North,2193
2025-01-01,2025-01,HV0003,Uber,114,Manhattan,Greenwich Village South,2986
2025-01-01,2025-01,HV0003,Uber,115,Staten Island,Grymes Hill/Clifton,355
2025-01-01,2025-01,HV0003,Uber,116,Manhattan,Hamilton Heights,2824
2025-01-01,2025-01,HV0003,Uber,117,Queens,Hammels/Arverne,901
2025-01-01,2025-01,HV0003,Uber,118,Staten Island,Heartland Village/Todt Hill,527
2025-01-01,2025-01,HV0003,Uber,119,Bronx,Highbridge,2085
2025-01-01,2025-01,HV0003,Uber,120,Manhattan,Highbridge Park,60
2025-01-01,2025-01,HV0003,Uber,121,Queens,Hillcrest/Pomonok,870
2025-01-01,2025-01,HV0003,Uber,122,Queens,Hollis,561
2025-01-01,2025-01,HV0003,Uber,123,Brooklyn,Homecrest,1602
2025-01-01,2025-01,HV0003,Uber,124,Queens,Howard Beach,933
2025-01-01,2025-01,HV0003,Uber,125,Manhattan,Hudson Sq,1186
2025-01-01,2025-01,HV0003,Uber,126,Bronx,Hunts Point,1525
2025-01-01,2025-01,HV0003,Uber,127,Manhattan,Inwood,2618
2025-01-01,2025-01,HV0003,Uber,128,Manhattan,Inwood Hill Park,123
2025-01-01,2025-01,HV0003,Uber,129,Queens,Jackson Heights,5567
2025-01-01,2025-01,HV0003,Uber,130,Queens,Jamaica,3485
2025-01-01,2025-01,HV0003,Uber,131,Queens,Jamaica Estates,657
2025-01-01,2025-01,HV0003,Uber,132,Queens,JFK Airport,9391
2025-01-01,2025-01,HV0003,Uber,133,Brooklyn,Kensington,1088
2025-01-01,2025-01,HV0003,Uber,134,Queens,Kew Gardens,1010
2025-01-01,2025-01,HV0003,Uber,135,Queens,Kew Gardens Hills,654
2025-01-01,2025-01,HV0003,Uber,136,Bronx,Kingsbridge Heights,1703
2025-01-01,2025-01,HV0003,Uber,137,Manhattan,Kips Bay,2590
2025-01-01,2025-01,HV0003,Uber,138,Queens,LaGuardia Airport,6507
2025-01-01,2025-01,HV0003,Uber,139,Queens,Laurelton,867
2025-01-01,2025-01,HV0003,Uber,140,Manhattan,Lenox Hill East,1838
2025-01-01,2025-01,HV0003,Uber,141,Manhattan,Lenox Hill West,2707
2025-01-01,2025-01,HV0003,Uber,142,Manhattan,Lincoln Square East,2519
2025-01-01,2025-01,HV0003,Uber,143,Manhattan,Lincoln Square West,1648
2025-01-01,2025-01,HV0003,Uber,144,Manhattan,Little Italy/NoLiTa,3213
2025-01-01,2025-01,HV0003,Uber,145,Queens,Long Island City/Hunters Point,4208
2025-01-01,2025-01,HV0003,Uber,146,Queens,Long Island City/Queens Plaza,1367
2025-01-01,2025-01,HV0003,Uber,147,Bronx,Longwood,1290
2025-01-01,2025-01,HV0003,Uber,148,Manhattan,Lower East Side,6515
2025-01-01,2025-01,HV0003,Uber,149,Brooklyn,Madison,1077
2025-01-01,2025-01,HV0003,Uber,150,Brooklyn,Manhattan Beach,670
2025-01-01,2025-01,HV0003,Uber,151,Manhattan,Manhattan Valley,1437
2025-01-01,2025-01,HV0003,Uber,152,Manhattan,Manhattanville,1182
2025-01-01,2025-01,HV0003,Uber,153,Manhattan,Marble Hill,515
2025-01-01,2025-01,HV0003,Uber,154,Brooklyn,Marine Park/Floyd Bennett Field,36
2025-01-01,2025-01,HV0003,Uber,155,Brooklyn,Marine Park/Mill Basin,1432
2025-01-01,2025-01,HV0003,Uber,156,Staten Island,Mariners Harbor,602
2025-01-01,2025-01,HV0003,Uber,157,Queens,Maspeth,2478
2025-01-01,2025-01,HV0003,Uber,158,Manhattan,Meatpacking/West Village West,2568
2025-01-01,2025-01,HV0003,Uber,159,Bronx,Melrose South,2290
2025-01-01,2025-01,HV0003,Uber,160,Queens,Middle Village,1287
2025-01-01,2025-01,HV0003,Uber,161,Manhattan,Midtown Center,3235
2025-01-01,2025-01,HV0003,Uber,162,Manhattan,Midtown East,2114
2025-01-01,2025-01,HV0003,Uber,163,Manhattan,Midtown North,2790
2025-01-01,2025-01,HV0003,Uber,164,Manhattan,Midtown South,4296
2025-01-01,2025-01,HV0003,Uber,165,Brooklyn,Midwood,1674
2025-01-01,2025-01,HV0003,Uber,166,Manhattan,Morningside Heights,1423
2025-01-01,2025-01,HV0003,Uber,167,Bronx,Morrisania/Melrose,2039
2025-01-01,2025-01,HV0003,Uber,168,Bronx,Mott Haven/Port Morris,3690
2025-01-01,2025-01,HV0003,Uber,169,Bronx,Mount Hope,2950
2025-01-01,2025-01,HV0003,Uber,170,Manhattan,Murray Hill,3577
2025-01-01,2025-01,HV0003,Uber,171,Queens,Murray Hill-Queens,1224
