pickup_date,pickup_month,hvfhs_license_num,company,location_id,borough,zone,trips
2021-12-01,2021-12,HV0003,Uber,3,Bronx,Allerton/Pelham Gardens,785
2021-12-01,2021-12,HV0003,Uber,4,Manhattan,Alphabet City,1060
2021-12-01,2021-12,HV0003,Uber,5,Staten Island,Arden Heights,97
2021-12-01,2021-12,HV0003,Uber,6,Staten Island,Arrochar/Fort Wadsworth,197
2021-12-01,2021-12,HV0003,Uber,7,Queens,Astoria,2975
2021-12-01,2021-12,HV0003,Uber,8,Queens,Astoria Park,2
2021-12-01,2021-12,HV0003,Uber,9,Queens,Auburndale,302
2021-12-01,2021-12,HV0003,Uber,10,Queens,Baisley Park,1113
2021-12-01,2021-12,HV0003,Uber,11,Brooklyn,Bath Beach,418
2021-12-01,2021-12,HV0003,Uber,12,Manhattan,Battery Park,41
2021-12-01,2021-12,HV0003,Uber,13,Manhattan,Battery Park City,2823
2021-12-01,2021-12,HV0003,Uber,14,Brooklyn,Bay Ridge,1953
2021-12-01,2021-12,HV0003,Uber,15,Queens,Bay Terrace/Fort Totten,221
2021-12-01,2021-12,HV0003,Uber,16,Queens,Bayside,674
2021-12-01,2021-12,HV0003,Uber,17,Brooklyn,Bedford,2878
2021-12-01,2021-12,HV0003,Uber,18,Bronx,Bedford Park,1741
2021-12-01,2021-12,HV0003,Uber,19,Queens,Bellerose,310
2021-12-01,2021-12,HV0003,Uber,20,Bronx,Belmont,1086
2021-12-01,2021-12,HV0003,Uber,21,Brooklyn,Bensonhurst East,1029
2021-12-01,2021-12,HV0003,Uber,22,Brooklyn,Bensonhurst West,1302
2021-12-01,2021-12,HV0003,Uber,23,Staten Island,Bloomfield/Emerson Hill,573
2021-12-01,2021-12,HV0003,Uber,24,Manhattan,Bloomingdale,526
2021-12-01,2021-12,HV0003,Uber,25,Brooklyn,Boerum Hill,1762
2021-12-01,2021-12,HV0003,Uber,26,Brooklyn,Borough Park,2485
2021-12-01,2021-12,HV0003,Uber,27,Queens,Breezy Point/Fort Tilden/Riis Beach,13
2021-12-01,2021-12,HV0003,Uber,28,Queens,Briarwood/Jamaica Hills,864
2021-12-01,2021-12,HV0003,Uber,29,Brooklyn,Brighton Beach,743
2021-12-01,2021-12,HV0003,Uber,30,Queens,Broad Channel,12
2021-12-01,2021-12,HV0003,Uber,31,Bronx,Bronx Park,152
2021-12-01,2021-12,HV0003,Uber,32,Bronx,Bronxdale,969
2021-12-01,2021-12,HV0003,Uber,33,Brooklyn,Brooklyn Heights,1663
2021-12-01,2021-12,HV0003,Uber,34,Brooklyn,Brooklyn Navy Yard,250
2021-12-01,2021-12,HV0003,Uber,35,Brooklyn,Brownsville,2188
2021-12-01,2021-12,HV0003,Uber,36,Brooklyn,Bushwick North,2372
2021-12-01,2021-12,HV0003,Uber,37,Brooklyn,Bushwick South,3361
2021-12-01,2021-12,HV0003,Uber,38,Queens,Cambria Heights,386
2021-12-01,2021-12,HV0003,Uber,39,Brooklyn,Canarsie,2800
2021-12-01,2021-12,HV0003,Uber,40,Brooklyn,Carroll Gardens,832
2021-12-01,2021-12,HV0003,Uber,41,Manhattan,Central Harlem,2293
2021-12-01,2021-12,HV0003,Uber,42,Manhattan,Central Harlem North,3120
2021-12-01,2021-12,HV0003,Uber,43,Manhattan,Central Park,672
2021-12-01,2021-12,HV0003,Uber,44,Staten Island,Charleston/Tottenville,158
2021-12-01,2021-12,HV0003,Uber,45,Manhattan,Chinatown,754
2021-12-01,2021-12,HV0003,Uber,46,Bronx,City Island,44
2021-12-01,2021-12,HV0003,Uber,47,Bronx,Claremont/Bathgate,1340
2021-12-01,2021-12,HV0003,Uber,48,Manhattan,Clinton East,3613
2021-12-01,2021-12,HV0003,Uber,49,Brooklyn,Clinton Hill,2062
2021-12-01,2021-12,HV0003,Uber,50,Manhattan,Clinton West,2425
2021-12-01,2021-12,HV0003,Uber,51,Bronx,Co-Op City,1284
2021-12-01,2021-12,HV0003,Uber,52,Brooklyn,Cobble Hill,545
2021-12-01,2021-12,HV0003,Uber,53,Queens,College Point,489
2021-12-01,2021-12,HV0003,Uber,54,Brooklyn,Columbia Street,174
2021-12-01,2021-12,HV0003,Uber,55,Brooklyn,Coney Island,848
2021-12-01,2021-12,HV0003,Uber,56,Queens,Corona,1017
2021-12-01,2021-12,HV0003,Uber,57,Queens,Corona,58
