pickup_date,pickup_month,hvfhs_license_num,company,location_id,borough,zone,trips
2022-06-01,2022-06,HV0003,Uber,3,Bronx,Allerton/Pelham Gardens,894
2022-06-01,2022-06,HV0003,Uber,4,Manhattan,Alphabet City,1158
2022-06-01,2022-06,HV0003,Uber,5,Staten Island,Arden Heights,115
2022-06-01,2022-06,HV0003,Uber,6,Staten Island,Arrochar/Fort Wadsworth,199
2022-06-01,2022-06,HV0003,Uber,7,Queens,Astoria,3727
2022-06-01,2022-06,HV0003,Uber,8,Queens,Astoria Park,17
2022-06-01,2022-06,HV0003,Uber,9,Queens,Auburndale,368
2022-06-01,2022-06,HV0003,Uber,10,Queens,Baisley Park,1176
2022-06-01,2022-06,HV0003,Uber,11,Brooklyn,Bath Beach,489
2022-06-01,2022-06,HV0003,Uber,12,Manhattan,Battery Park,77
2022-06-01,2022-06,HV0003,Uber,13,Manhattan,Battery Park City,2819
2022-06-01,2022-06,HV0003,Uber,14,Brooklyn,Bay Ridge,2418
2022-06-01,2022-06,HV0003,Uber,15,Queens,Bay Terrace/Fort Totten,271
2022-06-01,2022-06,HV0003,Uber,16,Queens,Bayside,740
2022-06-01,2022-06,HV0003,Uber,17,Brooklyn,Bedford,3212
2022-06-01,2022-06,HV0003,Uber,18,Bronx,Bedford Park,1846
2022-06-01,2022-06,HV0003,Uber,19,Queens,Bellerose,300
2022-06-01,2022-06,HV0003,Uber,20,Bronx,Belmont,1114
2022-06-01,2022-06,HV0003,Uber,21,Brooklyn,Bensonhurst East,1101
2022-06-01,2022-06,HV0003,Uber,22,Brooklyn,Bensonhurst West,1543
2022-06-01,2022-06,HV0003,Uber,23,Staten Island,Bloomfield/Emerson Hill,592
2022-06-01,2022-06,HV0003,Uber,24,Manhattan,Bloomingdale,544
2022-06-01,2022-06,HV0003,Uber,25,Brooklyn,Boerum Hill,2074
2022-06-01,2022-06,HV0003,Uber,26,Brooklyn,Borough Park,3185
2022-06-01,2022-06,HV0003,Uber,27,Queens,Breezy Point/Fort Tilden/Riis Beach,19
2022-06-01,2022-06,HV0003,Uber,28,Queens,Briarwood/Jamaica Hills,974
2022-06-01,2022-06,HV0003,Uber,29,Brooklyn,Brighton Beach,956
2022-06-01,2022-06,HV0003,Uber,30,Queens,Broad Channel,17
2022-06-01,2022-06,HV0003,Uber,31,Bronx,Bronx Park,143
2022-06-01,2022-06,HV0003,Uber,32,Bronx,Bronxdale,1030
2022-06-01,2022-06,HV0003,Uber,33,Brooklyn,Brooklyn Heights,2065
2022-06-01,2022-06,HV0003,Uber,34,Brooklyn,Brooklyn Navy Yard,454
2022-06-01,2022-06,HV0003,Uber,35,Brooklyn,Brownsville,2304
2022-06-01,2022-06,HV0003,Uber,36,Brooklyn,Bushwick North,2473
2022-06-01,2022-06,HV0003,Uber,37,Brooklyn,Bushwick South,3614
2022-06-01,2022-06,HV0003,Uber,38,Queens,Cambria Heights,412
2022-06-01,2022-06,HV0003,Uber,39,Brooklyn,Canarsie,2947
2022-06-01,2022-06,HV0003,Uber,40,Brooklyn,Carroll Gardens,899
2022-06-01,2022-06,HV0003,Uber,41,Manhattan,Central Harlem,2450
2022-06-01,2022-06,HV0003,Uber,42,Manhattan,Central Harlem North,3413
2022-06-01,2022-06,HV0003,Uber,43,Manhattan,Central Park,837
2022-06-01,2022-06,HV0003,Uber,44,Staten Island,Charleston/Tottenville,149
2022-06-01,2022-06,HV0003,Uber,45,Manhattan,Chinatown,925
2022-06-01,2022-06,HV0003,Uber,46,Bronx,City Island,74
2022-06-01,2022-06,HV0003,Uber,47,Bronx,Claremont/Bathgate,1400
2022-06-01,2022-06,HV0003,Uber,48,Manhattan,Clinton East,3972
2022-06-01,2022-06,HV0003,Uber,49,Brooklyn,Clinton Hill,2135
2022-06-01,2022-06,HV0003,Uber,50,Manhattan,Clinton West,2327
2022-06-01,2022-06,HV0003,Uber,51,Bronx,Co-Op City,1446
2022-06-01,2022-06,HV0003,Uber,52,Brooklyn,Cobble Hill,646
2022-06-01,2022-06,HV0003,Uber,53,Queens,College Point,557
2022-06-01,2022-06,HV0003,Uber,54,Brooklyn,Columbia Street,232
2022-06-01,2022-06,HV0003,Uber,55,Brooklyn,Coney Island,1052
2022-06-01,2022-06,HV0003,Uber,56,Queens,Corona,1112
2022-06-01,2022-06,HV0003,Uber,57,Queens,Corona,68
2022-06-01,2022-06,HV0003,Uber,58,Bronx,Country Club,131
2022-06-01,2022-06,HV0003,Uber,59,Bronx,Crotona Park,48
2022-06-01,2022-06,HV0003,Uber,60,Bronx,Crotona Park East,924
2022-06-01,2022-06,HV0003,Uber,61,Brooklyn,Crown Heights North,5054
2022-06-01,2022-06,HV0003,Uber,62,Brooklyn,Crown Heights South,1498
2022-06-01,2022-06,HV0003,Uber,63,Brooklyn,Cypress Hills,1164
2022-06-01,2022-06,HV0003,Uber,64,Queens,Douglaston,245
2022-06-01,2022-06,HV0003,Uber,65,Brooklyn,Downtown Brooklyn/MetroTech,1586
2022-06-01,2022-06,HV0003,Uber,66,Brooklyn,DUMBO/Vinegar Hill,1437
2022-06-01,2022-06,HV0003,Uber,67,Brooklyn,Dyker Heights,744
2022-06-01,2022-06,HV0003,Uber,68,Manhattan,East Chelsea,5323
2022-06-01,2022-06,HV0003,Uber,69,Bronx,East Concourse/Concourse Village,1979
2022-06-01,2022-06,HV0003,Uber,70,Queens,East Elmhurst,754
2022-06-01,2022-06,HV0003,Uber,71,Brooklyn,East Flatbush/Farragut,1696
2022-06-01,2022-06,HV0003,Uber,72,Brooklyn,East Flatbush/Remsen Village,2028
2022-06-01,2022-06,HV0003,Uber,73,Queens,East Flushing,376
2022-06-01,2022-06,HV0003,Uber,74,Manhattan,East Harlem North,2610
2022-06-01,2022-06,HV0003,Uber,75,Manhattan,East Harlem South,2641
2022-06-01,2022-06,HV0003,Uber,76,Brooklyn,East New York,4201
2022-06-01,2022-06,HV0003,Uber,77,Brooklyn,East New York/Pennsylvania Avenue,1144
2022-06-01,2022-06,HV0003,Uber,78,Bronx,East Tremont,1806
2022-06-01,2022-06,HV0003,Uber,79,Manhattan,East Village,5358
2022-06-01,2022-06,HV0003,Uber,80,Brooklyn,East Williamsburg,2373
2022-06-01,2022-06,HV0003,Uber,81,Bronx,Eastchester,1051
2022-06-01,2022-06,HV0003,Uber,82,Queens,Elmhurst,2601
2022-06-01,2022-06,HV0003,Uber,83,Queens,Elmhurst/Maspeth,785
2022-06-01,2022-06,HV0003,Uber,84,Staten Island,Eltingville/Annadale/Prince's Bay,174
2022-06-01,2022-06,HV0003,Uber,85,Brooklyn,Erasmus,1108
2022-06-01,2022-06,HV0003,Uber,86,Queens,Far Rockaway,776
2022-06-01,2022-06,HV0003,Uber,87,Manhattan,Financial District North,2878
2022-06-01,2022-06,HV0003,Uber,88,Manhattan,Financial District South,1224
2022-06-01,2022-06,HV0003,Uber,89,Brooklyn,Flatbush/Ditmas Park,3075
2022-06-01,2022-06,HV0003,Uber,90,Manhattan,Flatiron,2956
2022-06-01,2022-06,HV0003,Uber,91,Brooklyn,Flatlands,1993
2022-06-01,2022-06,HV0003,Uber,92,Queens,Flushing,1914
2022-06-01,2022-06,HV0003,Uber,93,Queens,Flushing Meadows-Corona Park,339
2022-06-01,2022-06,HV0003,Uber,94,Bronx,Fordham South,821
2022-06-01,2022-06,HV0003,Uber,95,Queens,Forest Hills,2582
2022-06-01,2022-06,HV0003,Uber,96,Queens,Forest Park/Highland Park,58
2022-06-01,2022-06,HV0003,Uber,97,Brooklyn,Fort Greene,2291
2022-06-01,2022-06,HV0003,Uber,98,Queens,Fresh Meadows,390
2022-06-01,2022-06,HV0003,Uber,99,Staten Island,Freshkills Park,3
2022-06-01,2022-06,HV0003,Uber,100,Manhattan,Garment District,2795
2022-06-01,2022-06,HV0003,Uber,101,Queens,Glen Oaks,344
2022-06-01,2022-06,HV0003,Uber,102,Queens,Glendale,883
