pickup_date,pickup_month,hvfhs_license_num,company,location_id,borough,zone,trips
2019-06-01,2019-06,HV0003,Uber,2,Queens,Jamaica Bay,4
2019-06-01,2019-06,HV0003,Uber,3,Bronx,Allerton/Pelham Gardens,1248
2019-06-01,2019-06,HV0003,Uber,4,Manhattan,Alphabet City,2641
2019-06-01,2019-06,HV0003,Uber,5,Staten Island,Arden Heights,142
2019-06-01,2019-06,HV0003,Uber,6,Staten Island,Arrochar/Fort Wadsworth,294
2019-06-01,2019-06,HV0003,Uber,7,Queens,Astoria,7068
2019-06-01,2019-06,HV0003,Uber,8,Queens,Astoria Park,47
2019-06-01,2019-06,HV0003,Uber,9,Queens,Auburndale,484
2019-06-01,2019-06,HV0003,Uber,10,Queens,Baisley Park,1540
2019-06-01,2019-06,HV0003,Uber,11,Brooklyn,Bath Beach,623
2019-06-01,2019-06,HV0003,Uber,12,Manhattan,Battery Park,270
2019-06-01,2019-06,HV0003,Uber,13,Manhattan,Battery Park City,2801
2019-06-01,2019-06,HV0003,Uber,14,Brooklyn,Bay Ridge,3681
2019-06-01,2019-06,HV0003,Uber,15,Queens,Bay Terrace/Fort Totten,394
2019-06-01,2019-06,HV0003,Uber,16,Queens,Bayside,1281
2019-06-01,2019-06,HV0003,Uber,17,Brooklyn,Bedford,4859
2019-06-01,2019-06,HV0003,Uber,18,Bronx,Bedford Park,3136
2019-06-01,2019-06,HV0003,Uber,19,Queens,Bellerose,371
2019-06-01,2019-06,HV0003,Uber,20,Bronx,Belmont,1867
2019-06-01,2019-06,HV0003,Uber,21,Brooklyn,Bensonhurst East,1303
2019-06-01,2019-06,HV0003,Uber,22,Brooklyn,Bensonhurst West,1838
2019-06-01,2019-06,HV0003,Uber,23,Staten Island,Bloomfield/Emerson Hill,612
2019-06-01,2019-06,HV0003,Uber,24,Manhattan,Bloomingdale,1015
2019-06-01,2019-06,HV0003,Uber,25,Brooklyn,Boerum Hill,3202
2019-06-01,2019-06,HV0003,Uber,26,Brooklyn,Borough Park,856
2019-06-01,2019-06,HV0003,Uber,27,Queens,Breezy Point/Fort Tilden/Riis Beach,97
2019-06-01,2019-06,HV0003,Uber,28,Queens,Briarwood/Jamaica Hills,1053
2019-06-01,2019-06,HV0003,Uber,29,Brooklyn,Brighton Beach,974
2019-06-01,2019-06,HV0003,Uber,30,Queens,Broad Channel,29
2019-06-01,2019-06,HV0003,Uber,31,Bronx,Bronx Park,439
2019-06-01,2019-06,HV0003,Uber,32,Bronx,Bronxdale,1574
2019-06-01,2019-06,HV0003,Uber,33,Brooklyn,Brooklyn Heights,3145
2019-06-01,2019-06,HV0003,Uber,34,Brooklyn,Brooklyn Navy Yard,255
2019-06-01,2019-06,HV0003,Uber,35,Brooklyn,Brownsville,3404
2019-06-01,2019-06,HV0003,Uber,36,Brooklyn,Bushwick North,5497
2019-06-01,2019-06,HV0003,Uber,37,Brooklyn,Bushwick South,6853
2019-06-01,2019-06,HV0003,Uber,38,Queens,Cambria Heights,435
2019-06-01,2019-06,HV0003,Uber,39,Brooklyn,Canarsie,4315
2019-06-01,2019-06,HV0003,Uber,40,Brooklyn,Carroll Gardens,1819
2019-06-01,2019-06,HV0003,Uber,41,Manhattan,Central Harlem,3822
2019-06-01,2019-06,HV0003,Uber,42,Manhattan,Central Harlem North,5320
2019-06-01,2019-06,HV0003,Uber,43,Manhattan,Central Park,1184
2019-06-01,2019-06,HV0003,Uber,44,Staten Island,Charleston/Tottenville,236
2019-06-01,2019-06,HV0003,Uber,45,Manhattan,Chinatown,1517
2019-06-01,2019-06,HV0003,Uber,46,Bronx,City Island,242
2019-06-01,2019-06,HV0003,Uber,47,Bronx,Claremont/Bathgate,1975
2019-06-01,2019-06,HV0003,Uber,48,Manhattan,Clinton East,6398
2019-06-01,2019-06,HV0003,Uber,49,Brooklyn,Clinton Hill,3548
2019-06-01,2019-06,HV0003,Uber,50,Manhattan,Clinton West,3596
2019-06-01,2019-06,HV0003,Uber,51,Bronx,Co-Op City,2252
2019-06-01,2019-06,HV0003,Uber,52,Brooklyn,Cobble Hill,834
2019-06-01,2019-06,HV0003,Uber,53,Queens,College Point,847
2019-06-01,2019-06,HV0003,Uber,54,Brooklyn,Columbia Street,340
2019-06-01,2019-06,HV0003,Uber,55,Brooklyn,Coney Island,1395
2019-06-01,2019-06,HV0003,Uber,56,Queens,Corona,1810
2019-06-01,2019-06,HV0003,Uber,57,Queens,Corona,148
2019-06-01,2019-06,HV0003,Uber,58,Bronx,Country Club,181
2019-06-01,2019-06,HV0003,Uber,59,Bronx,Crotona Park,104
2019-06-01,2019-06,HV0003,Uber,60,Bronx,Crotona Park East,1542
2019-06-01,2019-06,HV0003,Uber,61,Brooklyn,Crown Heights North,8356
2019-06-01,2019-06,HV0003,Uber,62,Brooklyn,Crown Heights South,2015
2019-06-01,2019-06,HV0003,Uber,63,Brooklyn,Cypress Hills,2072
2019-06-01,2019-06,HV0003,Uber,64,Queens,Douglaston,371
2019-06-01,2019-06,HV0003,Uber,65,Brooklyn,Downtown Brooklyn/MetroTech,2766
2019-06-01,2019-06,HV0003,Uber,66,Brooklyn,DUMBO/Vinegar Hill,2629
2019-06-01,2019-06,HV0003,Uber,67,Brooklyn,Dyker Heights,1033
2019-06-01,2019-06,HV0003,Uber,68,Manhattan,East Chelsea,5962
2019-06-01,2019-06,HV0003,Uber,69,Bronx,East Concourse/Concourse Village,3612
2019-06-01,2019-06,HV0003,Uber,70,Queens,East Elmhurst,1193
2019-06-01,2019-06,HV0003,Uber,71,Brooklyn,East Flatbush/Farragut,2341
2019-06-01,2019-06,HV0003,Uber,72,Brooklyn,East Flatbush/Remsen Village,3216
2019-06-01,2019-06,HV0003,Uber,73,Queens,East Flushing,565
2019-06-01,2019-06,HV0003,Uber,74,Manhattan,East Harlem North,5953
2019-06-01,2019-06,HV0003,Uber,75,Manhattan,East Harlem South,3279
2019-06-01,2019-06,HV0003,Uber,76,Brooklyn,East New York,5477
2019-06-01,2019-06,HV0003,Uber,77,Brooklyn,East New York/Pennsylvania Avenue,1598
2019-06-01,2019-06,HV0003,Uber,78,Bronx,East Tremont,2522
2019-06-01,2019-06,HV0003,Uber,79,Manhattan,East Village,10301
2019-06-01,2019-06,HV0003,Uber,80,Brooklyn,East Williamsburg,6435
2019-06-01,2019-06,HV0003,Uber,81,Bronx,Eastchester,1460
2019-06-01,2019-06,HV0003,Uber,82,Queens,Elmhurst,5101
2019-06-01,2019-06,HV0003,Uber,83,Queens,Elmhurst/Maspeth,1377
