pickup_date,pickup_month,hour,hvfhs_license_num,company,trips,trip_miles,trip_time_seconds,passenger_fare,tips,driver_pay,airport_fees,congestion_surcharges,cbd_congestion_fees,shared_requests,shared_matches
2026-02-01,2026-02,0,HV0003,Uber,28935,140630.57,31667721,865016.83,26856.07,649721.73,1086.25,27435.5,14812.5,1294,1007
2026-02-01,2026-02,1,HV0003,Uber,24743,125047.71,27317544,774900.12,23094.99,606561.87,611.25,25622.0,14319.0,1102,851
2026-02-01,2026-02,2,HV0003,Uber,19209,97484.06,20681104,539201.13,15078.880000000001,430552.80999999994,682.5,21032.0,12052.5,961,753
2026-02-01,2026-02,3,HV0003,Uber,13462,72467.0,14277359,366646.19,9567.45,278265.39,1571.25,13547.5,7764.0,634,446
2026-02-01,2026-02,4,HV0003,Uber,10905,65888.59,11727388,331308.7,9396.28,251538.49,3095.0,8460.75,5019.0,571,399
2026-02-01,2026-02,5,HV0003,Uber,8544,57157.89,9602530,259140.08,9816.64,193343.35,4050.0,6017.25,3382.5,397,245
2026-02-01,2026-02,6,HV0003,Uber,10731,71956.14,12078971,325812.6,12042.79,255640.95,4561.25,8076.75,4234.5,682,463
2026-02-01,2026-02,7,HV0003,Uber,13672,78719.89,13595326,348992.76,14362.3,267699.3,4168.75,9481.25,4753.5,626,401
2026-02-01,2026-02,8,HV0003,Uber,16312,81128.44,15183612,374272.55000000005,17332.95,286420.04,3691.25,12758.5,6186.0,503,297
2026-02-01,2026-02,9,HV0003,Uber,20284,92756.0,18748080,456634.0,21815.62,346746.57,4393.75,17427.75,8400.0,437,226
2026-02-01,2026-02,10,HV0003,Uber,24913,105572.01,23218434,557656.86,26952.06,424418.09,4606.25,22895.75,10689.0,427,202
2026-02-01,2026-02,11,HV0003,Uber,26471,112993.76,25924892,618980.13,29780.82,469148.64,4925.0,25965.5,12682.5,395,187
2026-02-01,2026-02,12,HV0003,Uber,26962,115864.06,27733995,658652.68,30725.28,505642.65,5632.5,26561.5,13015.5,380,151
2026-02-01,2026-02,13,HV0003,Uber,27635,123133.67,29925960,702309.56,31381.07,542053.37,6378.75,25909.0,12717.0,446,192
2026-02-01,2026-02,14,HV0003,Uber,27794,130019.21,32010110,726481.73,32171.82,566066.86,6808.75,25369.75,12456.0,482,228
2026-02-01,2026-02,15,HV0003,Uber,27492,130515.27,32064386,732320.74,31503.71,568110.26,7056.25,24089.75,11958.0,522,219
2026-02-01,2026-02,16,HV0003,Uber,27523,128479.06,31743994,715472.59,31075.18,553539.39,6556.25,24674.5,12321.0,455,222
2026-02-01,2026-02,17,HV0003,Uber,27997,126390.63,32167185,721072.66,32309.15,561180.98,5952.5,26194.0,12934.5,536,265
2026-02-01,2026-02,18,HV0003,Uber,28674,125306.75,31835469,726154.2200000001,30123.030000000002,557600.09,4783.75,26581.75,13135.5,594,317
2026-02-01,2026-02,19,HV0003,Uber,27058,122524.03,29012618,634004.68,24196.97,507360.82,4368.75,23250.0,11500.5,690,363
2026-02-01,2026-02,20,HV0003,Uber,24806,116244.37,26266274,571322.09,22043.81,465547.32,3897.5,21240.5,10570.5,625,377
2026-02-01,2026-02,21,HV0003,Uber,22760,109834.15,23915738,558742.02,20657.87,438886.54,3510.0,20194.5,10381.5,641,413
2026-02-01,2026-02,22,HV0003,Uber,20447,102288.35,20971792,489006.0,16667.9,386326.55,2950.0,16585.0,8542.5,788,535
2026-02-01,2026-02,23,HV0003,Uber,17341,89255.84,17649924,417073.73,13035.35,330157.25,2890.0,12744.25,6583.5,870,633
2026-02-02,2026-02,0,HV0003,Uber,11533,59635.07,11178347,274131.57,9551.02,214129.91,2301.25,7408.75,3988.5,528,352
2026-02-02,2026-02,1,HV0003,Uber,6255,31898.57,5889327,133915.79,3616.6,108446.58,965.0,4100.25,2245.5,261,136
2026-02-02,2026-02,2,HV0003,Uber,4060,20887.64,3788300,85942.38,2399.65,70139.78,585.0,2485.25,1401.0,195,73
2026-02-02,2026-02,3,HV0003,Uber,3851,23398.55,3825102,97734.8,3410.88,75235.61,1820.0,2468.75,1452.0,163,69
2026-02-02,2026-02,4,HV0003,Uber,5750,42540.3,6293605,192805.78,9251.82,134840.9,4150.0,3835.75,2233.5,268,141
2026-02-02,2026-02,5,HV0003,Uber,9635,66753.66,10980610,325967.58,14345.08,224534.77,5758.75,7579.75,3937.5,415,270
2026-02-02,2026-02,6,HV0003,Uber,16136,98468.77,20179417,544218.47,22310.58,382814.87,5475.0,12695.0,6603.0,857,586
2026-02-02,2026-02,7,HV0003,Uber,24759,117691.14,33388911,885348.67,30863.59,615298.28,4988.75,17725.5,8722.5,1135,649
2026-02-02,2026-02,8,HV0003,Uber,32932,135240.74,43588477,1076745.79,39530.96,804011.4500000001,4827.5,23967.25,11733.0,1084,515
2026-02-02,2026-02,9,HV0003,Uber,28289,115402.71,35647222,773923.76,31499.1,604698.22,4367.5,23022.25,11281.5,652,302
2026-02-02,2026-02,10,HV0003,Uber,22139,95607.18000000001,28192703,613531.75,28397.93,461144.68,4136.25,18460.5,8823.0,345,122
2026-02-02,2026-02,11,HV0003,Uber,19982,90042.11,25813855,575896.08,28776.22,425171.57,4607.5,17481.0,8539.5,290,106
2026-02-02,2026-02,12,HV0003,Uber,20261,93277.21,25977791,571410.12,27256.95,430993.31,4901.25,17285.75,8377.5,307,104
2026-02-02,2026-02,13,HV0003,Uber,21257,97820.42,28097798,600537.27,27428.74,461225.25,5167.5,17024.75,8392.5,354,120
2026-02-02,2026-02,14,HV0003,Uber,23160,103645.86000000002,32385094,673333.08,31127.15,523063.5,5405.0,17304.0,8559.0,409,149
2026-02-02,2026-02,15,HV0003,Uber,24098,107222.18,36030600,745292.41,33220.92,581432.42,5956.25,18793.25,9223.5,503,173
2026-02-02,2026-02,16,HV0003,Uber,24643,108270.48,37935325,766013.07,35758.46,609545.31,5643.75,18796.0,9250.5,592,218
2026-02-02,2026-02,17,HV0003,Uber,27373,109950.19,39083643,798500.27,34861.59,639474.79,4437.5,22532.75,11052.0,726,321
2026-02-02,2026-02,18,HV0003,Uber,28624,112104.74,35642871,771514.24,34524.28,606673.71,3971.25,24625.5,12225.0,634,284
2026-02-02,2026-02,19,HV0003,Uber,26008,113217.96,28980775,672509.27,30782.519999999997,513312.45,3931.25,22572.75,11626.5,575,274
2026-02-02,2026-02,20,HV0003,Uber,24421,119916.56,26579093,680340.51,33020.97,499829.65,3558.75,23649.75,12850.5,543,296
2026-02-02,2026-02,21,HV0003,Uber,21935,109036.9,22935221,619866.44,29963.78,446772.56,3005.0,23058.25,12654.0,560,292
2026-02-02,2026-02,22,HV0003,Uber,19173,94740.3,19384604,483267.69,21184.47,360050.45,2322.5,19357.5,10459.5,634,417
2026-02-02,2026-02,23,HV0003,Uber,15538,78171.74,15447441,369825.99,14891.53,287001.37,2635.0,14101.0,7557.0,684,458
2026-02-03,2026-02,0,HV0003,Uber,10319,51677.66,9897963,239219.53,9658.69,185201.24,1598.75,8799.25,4786.5,467,245
