pickup_date,pickup_month,hour,hvfhs_license_num,company,trips,trip_miles,trip_time_seconds,passenger_fare,tips,driver_pay,airport_fees,congestion_surcharges,cbd_congestion_fees,shared_requests,shared_matches
2026-03-01,2026-03,0,HV0003,Uber,29164,153903.84,33198424,892528.3,26745.07,666221.62,1123.75,25096.75,14121.0,1381,1092
2026-03-01,2026-03,1,HV0003,Uber,22839,121801.8,24849432,671530.61,18448.14,495097.25,793.75,20913.5,11958.0,1170,943
2026-03-01,2026-03,2,HV0003,Uber,16958,92474.40000000001,18177844,503165.39,12622.32,368054.74000000005,716.25,16311.5,9499.5,884,705
2026-03-01,2026-03,3,HV0003,Uber,12241,76456.97,13656310,423522.11,10700.7,300476.14,1856.25,10397.75,6309.0,828,628
2026-03-01,2026-03,4,HV0003,Uber,9475,66488.78,10829848,404557.49,10213.62,269363.17,3382.5,6630.25,4170.0,728,533
2026-03-01,2026-03,5,HV0003,Uber,9209,65770.9,10346634,316819.87,10909.11,229651.78,4890.0,6191.0,3565.5,493,323
2026-03-01,2026-03,6,HV0003,Uber,10873,71924.53,11441999,314746.87,11365.02,236298.41,4641.25,8092.5,4258.5,605,412
2026-03-01,2026-03,7,HV0003,Uber,12919,78981.92,12995899,336774.68,12870.9,259812.97,4273.75,9306.75,4630.5,701,490
2026-03-01,2026-03,8,HV0003,Uber,15510,83645.17,15037612,382561.83,16275.74,293078.02,4066.25,12472.5,6027.0,485,286
2026-03-01,2026-03,9,HV0003,Uber,20230,97877.14,19182621,477925.41,20702.98,365554.01,4565.0,17492.0,8331.0,450,258
2026-03-01,2026-03,10,HV0003,Uber,24682,116754.02,24099941,579140.06,25916.44,451509.64,5248.75,22780.5,10918.5,479,275
2026-03-01,2026-03,11,HV0003,Uber,25501,118693.20000000001,25831807,619876.4400000001,27503.64,476808.93,5403.75,24885.25,12274.5,391,207
2026-03-01,2026-03,12,HV0003,Uber,25377,122079.87,27458807,653423.97,29103.28,503311.21,6121.25,24719.5,12390.0,345,134
2026-03-01,2026-03,13,HV0003,Uber,26196,127567.14,29439015,674446.8,28714.36,532192.11,6643.75,23640.75,11881.5,462,240
2026-03-01,2026-03,14,HV0003,Uber,26345,137343.2,32134979,730494.76,30322.36,578258.7,7746.25,23153.5,11646.0,480,259
2026-03-01,2026-03,15,HV0003,Uber,25378,133948.74,32120123,734901.12,29341.23,580133.3,7500.0,21614.75,10963.5,467,237
2026-03-01,2026-03,16,HV0003,Uber,25476,133415.11,32358208,733640.67,29761.55,585042.09,7078.75,21819.25,11233.5,541,299
2026-03-01,2026-03,17,HV0003,Uber,24147,124783.63,29339271,716247.4299999999,28735.980000000003,553829.14,6621.25,21577.5,11038.5,600,355
2026-03-01,2026-03,18,HV0003,Uber,25132,127195.19,28965300,723518.68,27866.75,574055.73,5430.0,22903.5,11637.0,552,287
2026-03-01,2026-03,19,HV0003,Uber,26400,128284.76,28690561,646880.17,23678.64,545319.31,4333.75,22055.5,11251.5,664,403
