pickup_date,pickup_month,company,location_id,borough,zone,trips
2018-09-01,2018-09,Uber,3.0,Bronx,Allerton/Pelham Gardens,258
2018-09-01,2018-09,Uber,4.0,Manhattan,Alphabet City,747
2018-09-01,2018-09,Uber,5.0,Staten Island,Arden Heights,43
2018-09-01,2018-09,Uber,6.0,Staten Island,Arrochar/Fort Wadsworth,79
2018-09-01,2018-09,Uber,7.0,Queens,Astoria,2019
2018-09-01,2018-09,Uber,8.0,Queens,Astoria Park,23
2018-09-01,2018-09,Uber,9.0,Queens,Auburndale,148
2018-09-01,2018-09,Uber,10.0,Queens,Baisley Park,468
2018-09-01,2018-09,Uber,11.0,Brooklyn,Bath Beach,164
2018-09-01,2018-09,Uber,12.0,Manhattan,Battery Park,88
2018-09-01,2018-09,Uber,13.0,Manhattan,Battery Park City,645
2018-09-01,2018-09,Uber,14.0,Brooklyn,Bay Ridge,901
2018-09-01,2018-09,Uber,15.0,Queens,Bay Terrace/Fort Totten,85
2018-09-01,2018-09,Uber,16.0,Queens,Bayside,354
2018-09-01,2018-09,Uber,17.0,Brooklyn,Bedford,1584
2018-09-01,2018-09,Uber,18.0,Bronx,Bedford Park,707
2018-09-01,2018-09,Uber,19.0,Queens,Bellerose,107
2018-09-01,2018-09,Uber,20.0,Bronx,Belmont,455
2018-09-01,2018-09,Uber,21.0,Brooklyn,Bensonhurst East,436
2018-09-01,2018-09,Uber,22.0,Brooklyn,Bensonhurst West,491
2018-09-01,2018-09,Uber,23.0,Staten Island,Bloomfield/Emerson Hill,160
2018-09-01,2018-09,Uber,24.0,Manhattan,Bloomingdale,278
2018-09-01,2018-09,Uber,25.0,Brooklyn,Boerum Hill,948
2018-09-01,2018-09,Uber,26.0,Brooklyn,Borough Park,345
2018-09-01,2018-09,Uber,27.0,Queens,Breezy Point/Fort Tilden/Riis Beach,81
2018-09-01,2018-09,Uber,28.0,Queens,Briarwood/Jamaica Hills,305
2018-09-01,2018-09,Uber,29.0,Brooklyn,Brighton Beach,277
2018-09-01,2018-09,Uber,30.0,Queens,Broad Channel,6
2018-09-01,2018-09,Uber,31.0,Bronx,Bronx Park,147
2018-09-01,2018-09,Uber,32.0,Bronx,Bronxdale,345
