pickup_date,pickup_month,company,location_id,borough,zone,trips
2019-01-01,2019-01,Uber,3.0,Bronx,Allerton/Pelham Gardens,224
2019-01-01,2019-01,Uber,4.0,Manhattan,Alphabet City,707
2019-01-01,2019-01,Uber,5.0,Staten Island,Arden Heights,79
2019-01-01,2019-01,Uber,6.0,Staten Island,Arrochar/Fort Wadsworth,68
2019-01-01,2019-01,Uber,7.0,Queens,Astoria,1965
2019-01-01,2019-01,Uber,8.0,Queens,Astoria Park,6
2019-01-01,2019-01,Uber,9.0,Queens,Auburndale,122
2019-01-01,2019-01,Uber,10.0,Queens,Baisley Park,444
2019-01-01,2019-01,Uber,11.0,Brooklyn,Bath Beach,188
2019-01-01,2019-01,Uber,12.0,Manhattan,Battery Park,51
2019-01-01,2019-01,Uber,13.0,Manhattan,Battery Park City,518
2019-01-01,2019-01,Uber,14.0,Brooklyn,Bay Ridge,882
2019-01-01,2019-01,Uber,15.0,Queens,Bay Terrace/Fort Totten,91
2019-01-01,2019-01,Uber,16.0,Queens,Bayside,394
2019-01-01,2019-01,Uber,17.0,Brooklyn,Bedford,1442
2019-01-01,2019-01,Uber,18.0,Bronx,Bedford Park,815
2019-01-01,2019-01,Uber,19.0,Queens,Bellerose,107
2019-01-01,2019-01,Uber,20.0,Bronx,Belmont,344
2019-01-01,2019-01,Uber,21.0,Brooklyn,Bensonhurst East,498
2019-01-01,2019-01,Uber,22.0,Brooklyn,Bensonhurst West,544
2019-01-01,2019-01,Uber,23.0,Staten Island,Bloomfield/Emerson Hill,184
2019-01-01,2019-01,Uber,24.0,Manhattan,Bloomingdale,205
2019-01-01,2019-01,Uber,25.0,Brooklyn,Boerum Hill,946
2019-01-01,2019-01,Uber,26.0,Brooklyn,Borough Park,661
2019-01-01,2019-01,Uber,27.0,Queens,Breezy Point/Fort Tilden/Riis Beach,16
2019-01-01,2019-01,Uber,28.0,Queens,Briarwood/Jamaica Hills,274
2019-01-01,2019-01,Uber,29.0,Brooklyn,Brighton Beach,306
2019-01-01,2019-01,Uber,30.0,Queens,Broad Channel,13
2019-01-01,2019-01,Uber,31.0,Bronx,Bronx Park,87
2019-01-01,2019-01,Uber,32.0,Bronx,Bronxdale,387
2019-01-01,2019-01,Uber,33.0,Brooklyn,Brooklyn Heights,644
2019-01-01,2019-01,Uber,34.0,Brooklyn,Brooklyn Navy Yard,323
2019-01-01,2019-01,Uber,35.0,Brooklyn,Brownsville,768
2019-01-01,2019-01,Uber,36.0,Brooklyn,Bushwick North,1789
2019-01-01,2019-01,Uber,37.0,Brooklyn,Bushwick South,2321
2019-01-01,2019-01,Uber,38.0,Queens,Cambria Heights,98
2019-01-01,2019-01,Uber,39.0,Brooklyn,Canarsie,1116
2019-01-01,2019-01,Uber,40.0,Brooklyn,Carroll Gardens,326
2019-01-01,2019-01,Uber,41.0,Manhattan,Central Harlem,1092
2019-01-01,2019-01,Uber,42.0,Manhattan,Central Harlem North,1510
2019-01-01,2019-01,Uber,43.0,Manhattan,Central Park,735
2019-01-01,2019-01,Uber,44.0,Staten Island,Charleston/Tottenville,133
2019-01-01,2019-01,Uber,45.0,Manhattan,Chinatown,441
2019-01-01,2019-01,Uber,46.0,Bronx,City Island,30
2019-01-01,2019-01,Uber,47.0,Bronx,Claremont/Bathgate,535
2019-01-01,2019-01,Uber,48.0,Manhattan,Clinton East,2676
2019-01-01,2019-01,Uber,49.0,Brooklyn,Clinton Hill,1077
