pickup_date,pickup_month,company,location_id,borough,zone,trips
2018-06-01,2018-06,Uber,3.0,Bronx,Allerton/Pelham Gardens,221
2018-06-01,2018-06,Uber,4.0,Manhattan,Alphabet City,686
2018-06-01,2018-06,Uber,5.0,Staten Island,Arden Heights,22
2018-06-01,2018-06,Uber,6.0,Staten Island,Arrochar/Fort Wadsworth,61
2018-06-01,2018-06,Uber,7.0,Queens,Astoria,1178
2018-06-01,2018-06,Uber,8.0,Queens,Astoria Park,11
2018-06-01,2018-06,Uber,9.0,Queens,Auburndale,119
2018-06-01,2018-06,Uber,10.0,Queens,Baisley Park,383
2018-06-01,2018-06,Uber,11.0,Brooklyn,Bath Beach,210
2018-06-01,2018-06,Uber,12.0,Manhattan,Battery Park,60
2018-06-01,2018-06,Uber,13.0,Manhattan,Battery Park City,863
2018-06-01,2018-06,Uber,14.0,Brooklyn,Bay Ridge,812
2018-06-01,2018-06,Uber,15.0,Queens,Bay Terrace/Fort Totten,97
2018-06-01,2018-06,Uber,16.0,Queens,Bayside,351
2018-06-01,2018-06,Uber,17.0,Brooklyn,Bedford,1215
2018-06-01,2018-06,Uber,18.0,Bronx,Bedford Park,589
2018-06-01,2018-06,Uber,19.0,Queens,Bellerose,99
2018-06-01,2018-06,Uber,20.0,Bronx,Belmont,355
2018-06-01,2018-06,Uber,21.0,Brooklyn,Bensonhurst East,460
2018-06-01,2018-06,Uber,22.0,Brooklyn,Bensonhurst West,550
2018-06-01,2018-06,Uber,23.0,Staten Island,Bloomfield/Emerson Hill,128
2018-06-01,2018-06,Uber,24.0,Manhattan,Bloomingdale,228
2018-06-01,2018-06,Uber,25.0,Brooklyn,Boerum Hill,846
2018-06-01,2018-06,Uber,26.0,Brooklyn,Borough Park,766
2018-06-01,2018-06,Uber,27.0,Queens,Breezy Point/Fort Tilden/Riis Beach,2
2018-06-01,2018-06,Uber,28.0,Queens,Briarwood/Jamaica Hills,241
2018-06-01,2018-06,Uber,29.0,Brooklyn,Brighton Beach,309
2018-06-01,2018-06,Uber,30.0,Queens,Broad Channel,5
2018-06-01,2018-06,Uber,31.0,Bronx,Bronx Park,82
2018-06-01,2018-06,Uber,32.0,Bronx,Bronxdale,255
2018-06-01,2018-06,Uber,33.0,Brooklyn,Brooklyn Heights,771
2018-06-01,2018-06,Uber,34.0,Brooklyn,Brooklyn Navy Yard,124
2018-06-01,2018-06,Uber,35.0,Brooklyn,Brownsville,818
2018-06-01,2018-06,Uber,36.0,Brooklyn,Bushwick North,1117
2018-06-01,2018-06,Uber,37.0,Brooklyn,Bushwick South,1385
2018-06-01,2018-06,Uber,38.0,Queens,Cambria Heights,119
2018-06-01,2018-06,Uber,39.0,Brooklyn,Canarsie,1288
2018-06-01,2018-06,Uber,40.0,Brooklyn,Carroll Gardens,432
2018-06-01,2018-06,Uber,41.0,Manhattan,Central Harlem,903
2018-06-01,2018-06,Uber,42.0,Manhattan,Central Harlem North,1189
2018-06-01,2018-06,Uber,43.0,Manhattan,Central Park,784
2018-06-01,2018-06,Uber,44.0,Staten Island,Charleston/Tottenville,36
2018-06-01,2018-06,Uber,45.0,Manhattan,Chinatown,374
2018-06-01,2018-06,Uber,46.0,Bronx,City Island,27
2018-06-01,2018-06,Uber,47.0,Bronx,Claremont/Bathgate,401
2018-06-01,2018-06,Uber,48.0,Manhattan,Clinton East,2305
2018-06-01,2018-06,Uber,49.0,Brooklyn,Clinton Hill,971
2018-06-01,2018-06,Uber,50.0,Manhattan,Clinton West,660
2018-06-01,2018-06,Uber,51.0,Bronx,Co-Op City,372
2018-06-01,2018-06,Uber,52.0,Brooklyn,Cobble Hill,213
2018-06-01,2018-06,Uber,53.0,Queens,College Point,175
2018-06-01,2018-06,Uber,54.0,Brooklyn,Columbia Street,102
2018-06-01,2018-06,Uber,55.0,Brooklyn,Coney Island,334
2018-06-01,2018-06,Uber,56.0,Queens,Corona,352
2018-06-01,2018-06,Uber,57.0,Queens,Corona,7
2018-06-01,2018-06,Uber,58.0,Bronx,Country Club,30
2018-06-01,2018-06,Uber,59.0,Bronx,Crotona Park,21
2018-06-01,2018-06,Uber,60.0,Bronx,Crotona Park East,273
2018-06-01,2018-06,Uber,61.0,Brooklyn,Crown Heights North,2204
2018-06-01,2018-06,Uber,62.0,Brooklyn,Crown Heights South,600
2018-06-01,2018-06,Uber,63.0,Brooklyn,Cypress Hills,460
2018-06-01,2018-06,Uber,64.0,Queens,Douglaston,162
2018-06-01,2018-06,Uber,65.0,Brooklyn,Downtown Brooklyn/MetroTech,758
2018-06-01,2018-06,Uber,66.0,Brooklyn,DUMBO/Vinegar Hill,741
2018-06-01,2018-06,Uber,67.0,Brooklyn,Dyker Heights,293
2018-06-01,2018-06,Uber,68.0,Manhattan,East Chelsea,1789
2018-06-01,2018-06,Uber,69.0,Bronx,East Concourse/Concourse Village,642
2018-06-01,2018-06,Uber,70.0,Queens,East Elmhurst,259
2018-06-01,2018-06,Uber,71.0,Brooklyn,East Flatbush/Farragut,654
2018-06-01,2018-06,Uber,72.0,Brooklyn,East Flatbush/Remsen Village,928
2018-06-01,2018-06,Uber,73.0,Queens,East Flushing,116
2018-06-01,2018-06,Uber,74.0,Manhattan,East Harlem North,1177
2018-06-01,2018-06,Uber,75.0,Manhattan,East Harlem South,853
2018-06-01,2018-06,Uber,76.0,Brooklyn,East New York,1508
2018-06-01,2018-06,Uber,77.0,Brooklyn,East New York/Pennsylvania Avenue,434
2018-06-01,2018-06,Uber,78.0,Bronx,East Tremont,429
2018-06-01,2018-06,Uber,79.0,Manhattan,East Village,2551
2018-06-01,2018-06,Uber,80.0,Brooklyn,East Williamsburg,1114
2018-06-01,2018-06,Uber,81.0,Bronx,Eastchester,312
2018-06-01,2018-06,Uber,82.0,Queens,Elmhurst,837
2018-06-01,2018-06,Uber,83.0,Queens,Elmhurst/Maspeth,256
2018-06-01,2018-06,Uber,84.0,Staten Island,Eltingville/Annadale/Prince's Bay,50
2018-06-01,2018-06,Uber,85.0,Brooklyn,Erasmus,484
2018-06-01,2018-06,Uber,86.0,Queens,Far Rockaway,113
2018-06-01,2018-06,Uber,87.0,Manhattan,Financial District North,1119
2018-06-01,2018-06,Uber,88.0,Manhattan,Financial District South,348
2018-06-01,2018-06,Uber,89.0,Brooklyn,Flatbush/Ditmas Park,1286
2018-06-01,2018-06,Uber,90.0,Manhattan,Flatiron,1404
2018-06-01,2018-06,Uber,91.0,Brooklyn,Flatlands,850
2018-06-01,2018-06,Uber,92.0,Queens,Flushing,611
