pickup_date,pickup_month,company,location_id,borough,zone,trips
2018-08-01,2018-08,Uber,3.0,Bronx,Allerton/Pelham Gardens,213
2018-08-01,2018-08,Uber,4.0,Manhattan,Alphabet City,612
2018-08-01,2018-08,Uber,5.0,Staten Island,Arden Heights,29
2018-08-01,2018-08,Uber,6.0,Staten Island,Arrochar/Fort Wadsworth,65
2018-08-01,2018-08,Uber,7.0,Queens,Astoria,1123
2018-08-01,2018-08,Uber,8.0,Queens,Astoria Park,11
2018-08-01,2018-08,Uber,9.0,Queens,Auburndale,132
2018-08-01,2018-08,Uber,10.0,Queens,Baisley Park,338
2018-08-01,2018-08,Uber,11.0,Brooklyn,Bath Beach,173
2018-08-01,2018-08,Uber,12.0,Manhattan,Battery Park,51
2018-08-01,2018-08,Uber,13.0,Manhattan,Battery Park City,1072
2018-08-01,2018-08,Uber,14.0,Brooklyn,Bay Ridge,677
2018-08-01,2018-08,Uber,15.0,Queens,Bay Terrace/Fort Totten,92
2018-08-01,2018-08,Uber,16.0,Queens,Bayside,282
2018-08-01,2018-08,Uber,17.0,Brooklyn,Bedford,1192
2018-08-01,2018-08,Uber,18.0,Bronx,Bedford Park,498
2018-08-01,2018-08,Uber,19.0,Queens,Bellerose,91
2018-08-01,2018-08,Uber,20.0,Bronx,Belmont,326
2018-08-01,2018-08,Uber,21.0,Brooklyn,Bensonhurst East,390
2018-08-01,2018-08,Uber,22.0,Brooklyn,Bensonhurst West,494
2018-08-01,2018-08,Uber,23.0,Staten Island,Bloomfield/Emerson Hill,130
2018-08-01,2018-08,Uber,24.0,Manhattan,Bloomingdale,180
2018-08-01,2018-08,Uber,25.0,Brooklyn,Boerum Hill,803
2018-08-01,2018-08,Uber,26.0,Brooklyn,Borough Park,858
2018-08-01,2018-08,Uber,27.0,Queens,Breezy Point/Fort Tilden/Riis Beach,8
2018-08-01,2018-08,Uber,28.0,Queens,Briarwood/Jamaica Hills,255
2018-08-01,2018-08,Uber,29.0,Brooklyn,Brighton Beach,313
2018-08-01,2018-08,Uber,30.0,Queens,Broad Channel,4
2018-08-01,2018-08,Uber,31.0,Bronx,Bronx Park,95
2018-08-01,2018-08,Uber,32.0,Bronx,Bronxdale,251
2018-08-01,2018-08,Uber,33.0,Brooklyn,Brooklyn Heights,794
2018-08-01,2018-08,Uber,34.0,Brooklyn,Brooklyn Navy Yard,133
2018-08-01,2018-08,Uber,35.0,Brooklyn,Brownsville,906
2018-08-01,2018-08,Uber,36.0,Brooklyn,Bushwick North,935
2018-08-01,2018-08,Uber,37.0,Brooklyn,Bushwick South,1390
2018-08-01,2018-08,Uber,38.0,Queens,Cambria Heights,112
2018-08-01,2018-08,Uber,39.0,Brooklyn,Canarsie,1231
2018-08-01,2018-08,Uber,40.0,Brooklyn,Carroll Gardens,373
2018-08-01,2018-08,Uber,41.0,Manhattan,Central Harlem,856
2018-08-01,2018-08,Uber,42.0,Manhattan,Central Harlem North,1268
2018-08-01,2018-08,Uber,43.0,Manhattan,Central Park,695
2018-08-01,2018-08,Uber,44.0,Staten Island,Charleston/Tottenville,24
2018-08-01,2018-08,Uber,45.0,Manhattan,Chinatown,342
2018-08-01,2018-08,Uber,46.0,Bronx,City Island,15
2018-08-01,2018-08,Uber,47.0,Bronx,Claremont/Bathgate,359
2018-08-01,2018-08,Uber,48.0,Manhattan,Clinton East,2179
2018-08-01,2018-08,Uber,49.0,Brooklyn,Clinton Hill,913
2018-08-01,2018-08,Uber,50.0,Manhattan,Clinton West,777
2018-08-01,2018-08,Uber,51.0,Bronx,Co-Op City,353
2018-08-01,2018-08,Uber,52.0,Brooklyn,Cobble Hill,160
2018-08-01,2018-08,Uber,53.0,Queens,College Point,196
2018-08-01,2018-08,Uber,54.0,Brooklyn,Columbia Street,97
2018-08-01,2018-08,Uber,55.0,Brooklyn,Coney Island,363
2018-08-01,2018-08,Uber,56.0,Queens,Corona,347
2018-08-01,2018-08,Uber,57.0,Queens,Corona,10
