pickup_date,pickup_month,company,location_id,borough,zone,trips
2017-08-01,2017-08,Uber,3.0,Bronx,Allerton/Pelham Gardens,90
2017-08-01,2017-08,Uber,4.0,Manhattan,Alphabet City,382
2017-08-01,2017-08,Uber,5.0,Staten Island,Arden Heights,13
2017-08-01,2017-08,Uber,6.0,Staten Island,Arrochar/Fort Wadsworth,23
2017-08-01,2017-08,Uber,7.0,Queens,Astoria,629
2017-08-01,2017-08,Uber,8.0,Queens,Astoria Park,14
2017-08-01,2017-08,Uber,9.0,Queens,Auburndale,49
2017-08-01,2017-08,Uber,10.0,Queens,Baisley Park,177
2017-08-01,2017-08,Uber,11.0,Brooklyn,Bath Beach,95
2017-08-01,2017-08,Uber,12.0,Manhattan,Battery Park,43
2017-08-01,2017-08,Uber,13.0,Manhattan,Battery Park City,872
2017-08-01,2017-08,Uber,14.0,Brooklyn,Bay Ridge,484
2017-08-01,2017-08,Uber,15.0,Queens,Bay Terrace/Fort Totten,58
2017-08-01,2017-08,Uber,16.0,Queens,Bayside,138
2017-08-01,2017-08,Uber,17.0,Brooklyn,Bedford,615
2017-08-01,2017-08,Uber,18.0,Bronx,Bedford Park,229
2017-08-01,2017-08,Uber,19.0,Queens,Bellerose,40
2017-08-01,2017-08,Uber,20.0,Bronx,Belmont,157
2017-08-01,2017-08,Uber,21.0,Brooklyn,Bensonhurst East,205
2017-08-01,2017-08,Uber,22.0,Brooklyn,Bensonhurst West,232
2017-08-01,2017-08,Uber,23.0,Staten Island,Bloomfield/Emerson Hill,64
2017-08-01,2017-08,Uber,24.0,Manhattan,Bloomingdale,123
2017-08-01,2017-08,Uber,25.0,Brooklyn,Boerum Hill,437
2017-08-01,2017-08,Uber,26.0,Brooklyn,Borough Park,255
2017-08-01,2017-08,Uber,27.0,Queens,Breezy Point/Fort Tilden/Riis Beach,8
2017-08-01,2017-08,Uber,28.0,Queens,Briarwood/Jamaica Hills,134
2017-08-01,2017-08,Uber,29.0,Brooklyn,Brighton Beach,163
2017-08-01,2017-08,Uber,30.0,Queens,Broad Channel,3
2017-08-01,2017-08,Uber,31.0,Bronx,Bronx Park,43
2017-08-01,2017-08,Uber,32.0,Bronx,Bronxdale,115
2017-08-01,2017-08,Uber,33.0,Brooklyn,Brooklyn Heights,460
2017-08-01,2017-08,Uber,34.0,Brooklyn,Brooklyn Navy Yard,73
2017-08-01,2017-08,Uber,35.0,Brooklyn,Brownsville,307
2017-08-01,2017-08,Uber,36.0,Brooklyn,Bushwick North,545
2017-08-01,2017-08,Uber,37.0,Brooklyn,Bushwick South,719
2017-08-01,2017-08,Uber,38.0,Queens,Cambria Heights,49
2017-08-01,2017-08,Uber,39.0,Brooklyn,Canarsie,513
2017-08-01,2017-08,Uber,40.0,Brooklyn,Carroll Gardens,241
2017-08-01,2017-08,Uber,41.0,Manhattan,Central Harlem,475
2017-08-01,2017-08,Uber,42.0,Manhattan,Central Harlem North,596
2017-08-01,2017-08,Uber,43.0,Manhattan,Central Park,576
2017-08-01,2017-08,Uber,44.0,Staten Island,Charleston/Tottenville,18
2017-08-01,2017-08,Uber,45.0,Manhattan,Chinatown,241
2017-08-01,2017-08,Uber,46.0,Bronx,City Island,8
2017-08-01,2017-08,Uber,47.0,Bronx,Claremont/Bathgate,160
2017-08-01,2017-08,Uber,48.0,Manhattan,Clinton East,1663
2017-08-01,2017-08,Uber,49.0,Brooklyn,Clinton Hill,595
2017-08-01,2017-08,Uber,50.0,Manhattan,Clinton West,543
2017-08-01,2017-08,Uber,51.0,Bronx,Co-Op City,123
2017-08-01,2017-08,Uber,52.0,Brooklyn,Cobble Hill,97
2017-08-01,2017-08,Uber,53.0,Queens,College Point,68
2017-08-01,2017-08,Uber,54.0,Brooklyn,Columbia Street,71
2017-08-01,2017-08,Uber,55.0,Brooklyn,Coney Island,224
2017-08-01,2017-08,Uber,56.0,Queens,Corona,116
2017-08-01,2017-08,Uber,57.0,Queens,Corona,5
2017-08-01,2017-08,Uber,58.0,Bronx,Country Club,13
2017-08-01,2017-08,Uber,59.0,Bronx,Crotona Park,7
2017-08-01,2017-08,Uber,60.0,Bronx,Crotona Park East,89
2017-08-01,2017-08,Uber,61.0,Brooklyn,Crown Heights North,1073
2017-08-01,2017-08,Uber,62.0,Brooklyn,Crown Heights South,290
2017-08-01,2017-08,Uber,63.0,Brooklyn,Cypress Hills,129
2017-08-01,2017-08,Uber,64.0,Queens,Douglaston,52
2017-08-01,2017-08,Uber,65.0,Brooklyn,Downtown Brooklyn/MetroTech,385
2017-08-01,2017-08,Uber,66.0,Brooklyn,DUMBO/Vinegar Hill,405
2017-08-01,2017-08,Uber,67.0,Brooklyn,Dyker Heights,132
2017-08-01,2017-08,Uber,68.0,Manhattan,East Chelsea,1270
2017-08-01,2017-08,Uber,69.0,Bronx,East Concourse/Concourse Village,289
2017-08-01,2017-08,Uber,70.0,Queens,East Elmhurst,132
2017-08-01,2017-08,Uber,71.0,Brooklyn,East Flatbush/Farragut,299
2017-08-01,2017-08,Uber,72.0,Brooklyn,East Flatbush/Remsen Village,384
2017-08-01,2017-08,Uber,73.0,Queens,East Flushing,48
2017-08-01,2017-08,Uber,74.0,Manhattan,East Harlem North,405
2017-08-01,2017-08,Uber,75.0,Manhattan,East Harlem South,382
2017-08-01,2017-08,Uber,76.0,Brooklyn,East New York,682
2017-08-01,2017-08,Uber,77.0,Brooklyn,East New York/Pennsylvania Avenue,170
2017-08-01,2017-08,Uber,78.0,Bronx,East Tremont,189
2017-08-01,2017-08,Uber,79.0,Manhattan,East Village,1499
2017-08-01,2017-08,Uber,80.0,Brooklyn,East Williamsburg,619
2017-08-01,2017-08,Uber,81.0,Bronx,Eastchester,116
2017-08-01,2017-08,Uber,82.0,Queens,Elmhurst,393
2017-08-01,2017-08,Uber,83.0,Queens,Elmhurst/Maspeth,110
2017-08-01,2017-08,Uber,84.0,Staten Island,Eltingville/Annadale/Prince's Bay,27
2017-08-01,2017-08,Uber,85.0,Brooklyn,Erasmus,198
2017-08-01,2017-08,Uber,86.0,Queens,Far Rockaway,33
2017-08-01,2017-08,Uber,87.0,Manhattan,Financial District North,871
2017-08-01,2017-08,Uber,88.0,Manhattan,Financial District South,281
