pickup_date,pickup_month,company,location_id,borough,zone,trips
2016-10-01,2016-10,Uber,3.0,Bronx,Allerton/Pelham Gardens,86
2016-10-01,2016-10,Uber,4.0,Manhattan,Alphabet City,1025
2016-10-01,2016-10,Uber,5.0,Staten Island,Arden Heights,5
2016-10-01,2016-10,Uber,6.0,Staten Island,Arrochar/Fort Wadsworth,17
2016-10-01,2016-10,Uber,7.0,Queens,Astoria,1463
2016-10-01,2016-10,Uber,8.0,Queens,Astoria Park,1
2016-10-01,2016-10,Uber,9.0,Queens,Auburndale,62
2016-10-01,2016-10,Uber,10.0,Queens,Baisley Park,162
2016-10-01,2016-10,Uber,11.0,Brooklyn,Bath Beach,81
2016-10-01,2016-10,Uber,12.0,Manhattan,Battery Park,33
2016-10-01,2016-10,Uber,13.0,Manhattan,Battery Park City,1034
2016-10-01,2016-10,Uber,14.0,Brooklyn,Bay Ridge,652
2016-10-01,2016-10,Uber,15.0,Queens,Bay Terrace/Fort Totten,72
2016-10-01,2016-10,Uber,16.0,Queens,Bayside,197
2016-10-01,2016-10,Uber,17.0,Brooklyn,Bedford,1301
2016-10-01,2016-10,Uber,18.0,Bronx,Bedford Park,142
2016-10-01,2016-10,Uber,19.0,Queens,Bellerose,58
2016-10-01,2016-10,Uber,20.0,Bronx,Belmont,175
2016-10-01,2016-10,Uber,21.0,Brooklyn,Bensonhurst East,177
2016-10-01,2016-10,Uber,22.0,Brooklyn,Bensonhurst West,196
2016-10-01,2016-10,Uber,23.0,Staten Island,Bloomfield/Emerson Hill,53
2016-10-01,2016-10,Uber,24.0,Manhattan,Bloomingdale,239
2016-10-01,2016-10,Uber,25.0,Brooklyn,Boerum Hill,880
2016-10-01,2016-10,Uber,26.0,Brooklyn,Borough Park,110
2016-10-01,2016-10,Uber,27.0,Queens,Breezy Point/Fort Tilden/Riis Beach,2
2016-10-01,2016-10,Uber,28.0,Queens,Briarwood/Jamaica Hills,171
2016-10-01,2016-10,Uber,29.0,Brooklyn,Brighton Beach,86
2016-10-01,2016-10,Uber,30.0,Queens,Broad Channel,3
2016-10-01,2016-10,Uber,31.0,Bronx,Bronx Park,19
2016-10-01,2016-10,Uber,32.0,Bronx,Bronxdale,75
2016-10-01,2016-10,Uber,33.0,Brooklyn,Brooklyn Heights,952
2016-10-01,2016-10,Uber,34.0,Brooklyn,Brooklyn Navy Yard,120
2016-10-01,2016-10,Uber,35.0,Brooklyn,Brownsville,226
2016-10-01,2016-10,Uber,36.0,Brooklyn,Bushwick North,1439
2016-10-01,2016-10,Uber,37.0,Brooklyn,Bushwick South,1776
2016-10-01,2016-10,Uber,38.0,Queens,Cambria Heights,37
2016-10-01,2016-10,Uber,39.0,Brooklyn,Canarsie,415
2016-10-01,2016-10,Uber,40.0,Brooklyn,Carroll Gardens,584
2016-10-01,2016-10,Uber,41.0,Manhattan,Central Harlem,804
2016-10-01,2016-10,Uber,42.0,Manhattan,Central Harlem North,852
2016-10-01,2016-10,Uber,43.0,Manhattan,Central Park,458
2016-10-01,2016-10,Uber,44.0,Staten Island,Charleston/Tottenville,22
2016-10-01,2016-10,Uber,45.0,Manhattan,Chinatown,528
2016-10-01,2016-10,Uber,46.0,Bronx,City Island,10
2016-10-01,2016-10,Uber,47.0,Bronx,Claremont/Bathgate,83
2016-10-01,2016-10,Uber,48.0,Manhattan,Clinton East,2662
2016-10-01,2016-10,Uber,49.0,Brooklyn,Clinton Hill,1394
2016-10-01,2016-10,Uber,50.0,Manhattan,Clinton West,1458
2016-10-01,2016-10,Uber,51.0,Bronx,Co-Op City,122
2016-10-01,2016-10,Uber,52.0,Brooklyn,Cobble Hill,339
2016-10-01,2016-10,Uber,53.0,Queens,College Point,93
2016-10-01,2016-10,Uber,54.0,Brooklyn,Columbia Street,158
2016-10-01,2016-10,Uber,55.0,Brooklyn,Coney Island,114
2016-10-01,2016-10,Uber,56.0,Queens,Corona,213
2016-10-01,2016-10,Uber,57.0,Queens,Corona,75
2016-10-01,2016-10,Uber,58.0,Bronx,Country Club,14
2016-10-01,2016-10,Uber,59.0,Bronx,Crotona Park,1
2016-10-01,2016-10,Uber,60.0,Bronx,Crotona Park East,65
2016-10-01,2016-10,Uber,61.0,Brooklyn,Crown Heights North,1744
2016-10-01,2016-10,Uber,62.0,Brooklyn,Crown Heights South,398
2016-10-01,2016-10,Uber,63.0,Brooklyn,Cypress Hills,166
2016-10-01,2016-10,Uber,64.0,Queens,Douglaston,58
2016-10-01,2016-10,Uber,65.0,Brooklyn,Downtown Brooklyn/MetroTech,781
2016-10-01,2016-10,Uber,66.0,Brooklyn,DUMBO/Vinegar Hill,543
2016-10-01,2016-10,Uber,67.0,Brooklyn,Dyker Heights,172
2016-10-01,2016-10,Uber,68.0,Manhattan,East Chelsea,2321
2016-10-01,2016-10,Uber,69.0,Bronx,East Concourse/Concourse Village,164
2016-10-01,2016-10,Uber,70.0,Queens,East Elmhurst,216
2016-10-01,2016-10,Uber,71.0,Brooklyn,East Flatbush/Farragut,273
2016-10-01,2016-10,Uber,72.0,Brooklyn,East Flatbush/Remsen Village,325
2016-10-01,2016-10,Uber,73.0,Queens,East Flushing,68
2016-10-01,2016-10,Uber,74.0,Manhattan,East Harlem North,648
2016-10-01,2016-10,Uber,75.0,Manhattan,East Harlem South,611
2016-10-01,2016-10,Uber,76.0,Brooklyn,East New York,434
2016-10-01,2016-10,Uber,77.0,Brooklyn,East New York/Pennsylvania Avenue,148
2016-10-01,2016-10,Uber,78.0,Bronx,East Tremont,87
2016-10-01,2016-10,Uber,79.0,Manhattan,East Village,4403
2016-10-01,2016-10,Uber,80.0,Brooklyn,East Williamsburg,1714
2016-10-01,2016-10,Uber,81.0,Bronx,Eastchester,61
2016-10-01,2016-10,Uber,82.0,Queens,Elmhurst,513
2016-10-01,2016-10,Uber,83.0,Queens,Elmhurst/Maspeth,135
2016-10-01,2016-10,Uber,84.0,Staten Island,Eltingville/Annadale/Prince's Bay,20
2016-10-01,2016-10,Uber,85.0,Brooklyn,Erasmus,205
2016-10-01,2016-10,Uber,86.0,Queens,Far Rockaway,20
2016-10-01,2016-10,Uber,87.0,Manhattan,Financial District North,1565
2016-10-01,2016-10,Uber,88.0,Manhattan,Financial District South,385
2016-10-01,2016-10,Uber,89.0,Brooklyn,Flatbush/Ditmas Park,806
2016-10-01,2016-10,Uber,90.0,Manhattan,Flatiron,1736
2016-10-01,2016-10,Uber,91.0,Brooklyn,Flatlands,349
2016-10-01,2016-10,Uber,92.0,Queens,Flushing,481
2016-10-01,2016-10,Uber,93.0,Queens,Flushing Meadows-Corona Park,523
2016-10-01,2016-10,Uber,94.0,Bronx,Fordham South,48
2016-10-01,2016-10,Uber,95.0,Queens,Forest Hills,695
