pickup_date,pickup_month,company,location_id,borough,zone,trips
2017-09-01,2017-09,Uber,2.0,Queens,Jamaica Bay,1
2017-09-01,2017-09,Uber,3.0,Bronx,Allerton/Pelham Gardens,104
2017-09-01,2017-09,Uber,4.0,Manhattan,Alphabet City,460
2017-09-01,2017-09,Uber,5.0,Staten Island,Arden Heights,15
2017-09-01,2017-09,Uber,6.0,Staten Island,Arrochar/Fort Wadsworth,32
2017-09-01,2017-09,Uber,7.0,Queens,Astoria,976
2017-09-01,2017-09,Uber,8.0,Queens,Astoria Park,12
2017-09-01,2017-09,Uber,9.0,Queens,Auburndale,58
2017-09-01,2017-09,Uber,10.0,Queens,Baisley Park,179
2017-09-01,2017-09,Uber,11.0,Brooklyn,Bath Beach,86
2017-09-01,2017-09,Uber,12.0,Manhattan,Battery Park,47
2017-09-01,2017-09,Uber,13.0,Manhattan,Battery Park City,640
2017-09-01,2017-09,Uber,14.0,Brooklyn,Bay Ridge,564
2017-09-01,2017-09,Uber,15.0,Queens,Bay Terrace/Fort Totten,55
2017-09-01,2017-09,Uber,16.0,Queens,Bayside,167
2017-09-01,2017-09,Uber,17.0,Brooklyn,Bedford,814
2017-09-01,2017-09,Uber,18.0,Bronx,Bedford Park,266
2017-09-01,2017-09,Uber,19.0,Queens,Bellerose,75
2017-09-01,2017-09,Uber,20.0,Bronx,Belmont,238
2017-09-01,2017-09,Uber,21.0,Brooklyn,Bensonhurst East,220
2017-09-01,2017-09,Uber,22.0,Brooklyn,Bensonhurst West,282
2017-09-01,2017-09,Uber,23.0,Staten Island,Bloomfield/Emerson Hill,86
2017-09-01,2017-09,Uber,24.0,Manhattan,Bloomingdale,151
2017-09-01,2017-09,Uber,25.0,Brooklyn,Boerum Hill,541
2017-09-01,2017-09,Uber,26.0,Brooklyn,Borough Park,327
2017-09-01,2017-09,Uber,27.0,Queens,Breezy Point/Fort Tilden/Riis Beach,13
2017-09-01,2017-09,Uber,28.0,Queens,Briarwood/Jamaica Hills,195
2017-09-01,2017-09,Uber,29.0,Brooklyn,Brighton Beach,148
2017-09-01,2017-09,Uber,30.0,Queens,Broad Channel,4
2017-09-01,2017-09,Uber,31.0,Bronx,Bronx Park,49
2017-09-01,2017-09,Uber,32.0,Bronx,Bronxdale,112
2017-09-01,2017-09,Uber,33.0,Brooklyn,Brooklyn Heights,547
2017-09-01,2017-09,Uber,34.0,Brooklyn,Brooklyn Navy Yard,79
2017-09-01,2017-09,Uber,35.0,Brooklyn,Brownsville,443
2017-09-01,2017-09,Uber,36.0,Brooklyn,Bushwick North,740
2017-09-01,2017-09,Uber,37.0,Brooklyn,Bushwick South,954
2017-09-01,2017-09,Uber,38.0,Queens,Cambria Heights,59
2017-09-01,2017-09,Uber,39.0,Brooklyn,Canarsie,706
2017-09-01,2017-09,Uber,40.0,Brooklyn,Carroll Gardens,256
2017-09-01,2017-09,Uber,41.0,Manhattan,Central Harlem,596
2017-09-01,2017-09,Uber,42.0,Manhattan,Central Harlem North,776
2017-09-01,2017-09,Uber,43.0,Manhattan,Central Park,512
2017-09-01,2017-09,Uber,44.0,Staten Island,Charleston/Tottenville,25
2017-09-01,2017-09,Uber,45.0,Manhattan,Chinatown,276
2017-09-01,2017-09,Uber,46.0,Bronx,City Island,22
2017-09-01,2017-09,Uber,47.0,Bronx,Claremont/Bathgate,212
2017-09-01,2017-09,Uber,48.0,Manhattan,Clinton East,1764
2017-09-01,2017-09,Uber,49.0,Brooklyn,Clinton Hill,759
2017-09-01,2017-09,Uber,50.0,Manhattan,Clinton West,561
2017-09-01,2017-09,Uber,51.0,Bronx,Co-Op City,175
2017-09-01,2017-09,Uber,52.0,Brooklyn,Cobble Hill,115
2017-09-01,2017-09,Uber,53.0,Queens,College Point,90
2017-09-01,2017-09,Uber,54.0,Brooklyn,Columbia Street,63
2017-09-01,2017-09,Uber,55.0,Brooklyn,Coney Island,246
2017-09-01,2017-09,Uber,56.0,Queens,Corona,172
2017-09-01,2017-09,Uber,57.0,Queens,Corona,11
2017-09-01,2017-09,Uber,58.0,Bronx,Country Club,21
2017-09-01,2017-09,Uber,59.0,Bronx,Crotona Park,8
2017-09-01,2017-09,Uber,60.0,Bronx,Crotona Park East,127
2017-09-01,2017-09,Uber,61.0,Brooklyn,Crown Heights North,1379
2017-09-01,2017-09,Uber,62.0,Brooklyn,Crown Heights South,432
2017-09-01,2017-09,Uber,63.0,Brooklyn,Cypress Hills,240
2017-09-01,2017-09,Uber,64.0,Queens,Douglaston,50
2017-09-01,2017-09,Uber,65.0,Brooklyn,Downtown Brooklyn/MetroTech,498
2017-09-01,2017-09,Uber,66.0,Brooklyn,DUMBO/Vinegar Hill,393
2017-09-01,2017-09,Uber,67.0,Brooklyn,Dyker Heights,180
2017-09-01,2017-09,Uber,68.0,Manhattan,East Chelsea,1395
2017-09-01,2017-09,Uber,69.0,Bronx,East Concourse/Concourse Village,362
2017-09-01,2017-09,Uber,70.0,Queens,East Elmhurst,187
2017-09-01,2017-09,Uber,71.0,Brooklyn,East Flatbush/Farragut,421
2017-09-01,2017-09,Uber,72.0,Brooklyn,East Flatbush/Remsen Village,513
2017-09-01,2017-09,Uber,73.0,Queens,East Flushing,69
2017-09-01,2017-09,Uber,74.0,Manhattan,East Harlem North,748
2017-09-01,2017-09,Uber,75.0,Manhattan,East Harlem South,508
2017-09-01,2017-09,Uber,76.0,Brooklyn,East New York,755
2017-09-01,2017-09,Uber,77.0,Brooklyn,East New York/Pennsylvania Avenue,222
2017-09-01,2017-09,Uber,78.0,Bronx,East Tremont,197
2017-09-01,2017-09,Uber,79.0,Manhattan,East Village,1951
2017-09-01,2017-09,Uber,80.0,Brooklyn,East Williamsburg,792
2017-09-01,2017-09,Uber,81.0,Bronx,Eastchester,155
2017-09-01,2017-09,Uber,82.0,Queens,Elmhurst,476
2017-09-01,2017-09,Uber,83.0,Queens,Elmhurst/Maspeth,159
2017-09-01,2017-09,Uber,84.0,Staten Island,Eltingville/Annadale/Prince's Bay,32
2017-09-01,2017-09,Uber,85.0,Brooklyn,Erasmus,277
2017-09-01,2017-09,Uber,86.0,Queens,Far Rockaway,65
2017-09-01,2017-09,Uber,87.0,Manhattan,Financial District North,872
2017-09-01,2017-09,Uber,88.0,Manhattan,Financial District South,231
2017-09-01,2017-09,Uber,89.0,Brooklyn,Flatbush/Ditmas Park,741
2017-09-01,2017-09,Uber,90.0,Manhattan,Flatiron,1089
2017-09-01,2017-09,Uber,91.0,Brooklyn,Flatlands,495
2017-09-01,2017-09,Uber,92.0,Queens,Flushing,407
2017-09-01,2017-09,Uber,93.0,Queens,Flushing Meadows-Corona Park,505
2017-09-01,2017-09,Uber,94.0,Bronx,Fordham South,91
2017-09-01,2017-09,Uber,95.0,Queens,Forest Hills,448
2017-09-01,2017-09,Uber,96.0,Queens,Forest Park/Highland Park,15
2017-09-01,2017-09,Uber,97.0,Brooklyn,Fort Greene,638
2017-09-01,2017-09,Uber,98.0,Queens,Fresh Meadows,92
2017-09-01,2017-09,Uber,99.0,Staten Island,Freshkills Park,4
2017-09-01,2017-09,Uber,100.0,Manhattan,Garment District,879
2017-09-01,2017-09,Uber,101.0,Queens,Glen Oaks,75
2017-09-01,2017-09,Uber,102.0,Queens,Glendale,136
2017-09-01,2017-09,Uber,106.0,Brooklyn,Gowanus,227
2017-09-01,2017-09,Uber,107.0,Manhattan,Gramercy,1163
2017-09-01,2017-09,Uber,108.0,Brooklyn,Gravesend,127
2017-09-01,2017-09,Uber,109.0,Staten Island,Great Kills,38
2017-09-01,2017-09,Uber,111.0,Brooklyn,Green-Wood Cemetery,11
2017-09-01,2017-09,Uber,112.0,Brooklyn,Greenpoint,864
2017-09-01,2017-09,Uber,113.0,Manhattan,Greenwich Village North,837
2017-09-01,2017-09,Uber,114.0,Manhattan,Greenwich Village South,893
