pickup_date,pickup_month,company,location_id,borough,zone,trips
2015-01-01,2015-01,Uber,1.0,EWR,Newark Airport,1
2015-01-01,2015-01,Uber,3.0,Bronx,Allerton/Pelham Gardens,14
2015-01-01,2015-01,Uber,4.0,Manhattan,Alphabet City,453
2015-01-01,2015-01,Uber,5.0,Staten Island,Arden Heights,1
2015-01-01,2015-01,Uber,6.0,Staten Island,Arrochar/Fort Wadsworth,2
2015-01-01,2015-01,Uber,7.0,Queens,Astoria,486
2015-01-01,2015-01,Uber,8.0,Queens,Astoria Park,3
2015-01-01,2015-01,Uber,9.0,Queens,Auburndale,20
2015-01-01,2015-01,Uber,10.0,Queens,Baisley Park,22
2015-01-01,2015-01,Uber,11.0,Brooklyn,Bath Beach,23
2015-01-01,2015-01,Uber,12.0,Manhattan,Battery Park,5
2015-01-01,2015-01,Uber,13.0,Manhattan,Battery Park City,345
2015-01-01,2015-01,Uber,14.0,Brooklyn,Bay Ridge,190
2015-01-01,2015-01,Uber,15.0,Queens,Bay Terrace/Fort Totten,16
2015-01-01,2015-01,Uber,16.0,Queens,Bayside,45
2015-01-01,2015-01,Uber,17.0,Brooklyn,Bedford,502
2015-01-01,2015-01,Uber,18.0,Bronx,Bedford Park,41
2015-01-01,2015-01,Uber,19.0,Queens,Bellerose,14
2015-01-01,2015-01,Uber,20.0,Bronx,Belmont,29
2015-01-01,2015-01,Uber,21.0,Brooklyn,Bensonhurst East,50
2015-01-01,2015-01,Uber,22.0,Brooklyn,Bensonhurst West,52
2015-01-01,2015-01,Uber,23.0,Staten Island,Bloomfield/Emerson Hill,8
2015-01-01,2015-01,Uber,24.0,Manhattan,Bloomingdale,86
2015-01-01,2015-01,Uber,25.0,Brooklyn,Boerum Hill,315
2015-01-01,2015-01,Uber,26.0,Brooklyn,Borough Park,49
2015-01-01,2015-01,Uber,27.0,Queens,Breezy Point/Fort Tilden/Riis Beach,1
2015-01-01,2015-01,Uber,28.0,Queens,Briarwood/Jamaica Hills,47
2015-01-01,2015-01,Uber,29.0,Brooklyn,Brighton Beach,33
2015-01-01,2015-01,Uber,31.0,Bronx,Bronx Park,9
2015-01-01,2015-01,Uber,32.0,Bronx,Bronxdale,18
2015-01-01,2015-01,Uber,33.0,Brooklyn,Brooklyn Heights,282
2015-01-01,2015-01,Uber,34.0,Brooklyn,Brooklyn Navy Yard,12
2015-01-01,2015-01,Uber,35.0,Brooklyn,Brownsville,39
2015-01-01,2015-01,Uber,36.0,Brooklyn,Bushwick North,759
2015-01-01,2015-01,Uber,37.0,Brooklyn,Bushwick South,678
2015-01-01,2015-01,Uber,38.0,Queens,Cambria Heights,4
2015-01-01,2015-01,Uber,39.0,Brooklyn,Canarsie,69
2015-01-01,2015-01,Uber,40.0,Brooklyn,Carroll Gardens,186
2015-01-01,2015-01,Uber,41.0,Manhattan,Central Harlem,306
2015-01-01,2015-01,Uber,42.0,Manhattan,Central Harlem North,339
2015-01-01,2015-01,Uber,43.0,Manhattan,Central Park,145
2015-01-01,2015-01,Uber,44.0,Staten Island,Charleston/Tottenville,1
2015-01-01,2015-01,Uber,45.0,Manhattan,Chinatown,238
