pickup_date,pickup_month,company,location_id,borough,zone,trips
2017-12-01,2017-12,Uber,3.0,Bronx,Allerton/Pelham Gardens,140
2017-12-01,2017-12,Uber,4.0,Manhattan,Alphabet City,529
2017-12-01,2017-12,Uber,5.0,Staten Island,Arden Heights,18
2017-12-01,2017-12,Uber,6.0,Staten Island,Arrochar/Fort Wadsworth,40
2017-12-01,2017-12,Uber,7.0,Queens,Astoria,894
2017-12-01,2017-12,Uber,8.0,Queens,Astoria Park,6
2017-12-01,2017-12,Uber,9.0,Queens,Auburndale,79
2017-12-01,2017-12,Uber,10.0,Queens,Baisley Park,256
2017-12-01,2017-12,Uber,11.0,Brooklyn,Bath Beach,125
2017-12-01,2017-12,Uber,12.0,Manhattan,Battery Park,42
2017-12-01,2017-12,Uber,13.0,Manhattan,Battery Park City,877
2017-12-01,2017-12,Uber,14.0,Brooklyn,Bay Ridge,641
2017-12-01,2017-12,Uber,15.0,Queens,Bay Terrace/Fort Totten,62
2017-12-01,2017-12,Uber,16.0,Queens,Bayside,224
2017-12-01,2017-12,Uber,17.0,Brooklyn,Bedford,935
2017-12-01,2017-12,Uber,18.0,Bronx,Bedford Park,355
2017-12-01,2017-12,Uber,19.0,Queens,Bellerose,66
2017-12-01,2017-12,Uber,20.0,Bronx,Belmont,306
2017-12-01,2017-12,Uber,21.0,Brooklyn,Bensonhurst East,283
2017-12-01,2017-12,Uber,22.0,Brooklyn,Bensonhurst West,293
2017-12-01,2017-12,Uber,23.0,Staten Island,Bloomfield/Emerson Hill,83
2017-12-01,2017-12,Uber,24.0,Manhattan,Bloomingdale,202
2017-12-01,2017-12,Uber,25.0,Brooklyn,Boerum Hill,654
2017-12-01,2017-12,Uber,26.0,Brooklyn,Borough Park,403
2017-12-01,2017-12,Uber,27.0,Queens,Breezy Point/Fort Tilden/Riis Beach,1
2017-12-01,2017-12,Uber,28.0,Queens,Briarwood/Jamaica Hills,172
2017-12-01,2017-12,Uber,29.0,Brooklyn,Brighton Beach,199
2017-12-01,2017-12,Uber,30.0,Queens,Broad Channel,4
2017-12-01,2017-12,Uber,31.0,Bronx,Bronx Park,56
2017-12-01,2017-12,Uber,32.0,Bronx,Bronxdale,156
2017-12-01,2017-12,Uber,33.0,Brooklyn,Brooklyn Heights,614
2017-12-01,2017-12,Uber,34.0,Brooklyn,Brooklyn Navy Yard,110
2017-12-01,2017-12,Uber,35.0,Brooklyn,Brownsville,571
2017-12-01,2017-12,Uber,36.0,Brooklyn,Bushwick North,821
2017-12-01,2017-12,Uber,37.0,Brooklyn,Bushwick South,1107
2017-12-01,2017-12,Uber,38.0,Queens,Cambria Heights,86
2017-12-01,2017-12,Uber,39.0,Brooklyn,Canarsie,827
2017-12-01,2017-12,Uber,40.0,Brooklyn,Carroll Gardens,303
