pickup_date,pickup_month,company,location_id,borough,zone,trips
2016-06-01,2016-06,Uber,2.0,Queens,Jamaica Bay,1
2016-06-01,2016-06,Uber,3.0,Bronx,Allerton/Pelham Gardens,60
2016-06-01,2016-06,Uber,4.0,Manhattan,Alphabet City,531
2016-06-01,2016-06,Uber,5.0,Staten Island,Arden Heights,5
2016-06-01,2016-06,Uber,6.0,Staten Island,Arrochar/Fort Wadsworth,19
2016-06-01,2016-06,Uber,7.0,Queens,Astoria,798
2016-06-01,2016-06,Uber,8.0,Queens,Astoria Park,2
2016-06-01,2016-06,Uber,9.0,Queens,Auburndale,56
2016-06-01,2016-06,Uber,10.0,Queens,Baisley Park,135
2016-06-01,2016-06,Uber,11.0,Brooklyn,Bath Beach,66
2016-06-01,2016-06,Uber,12.0,Manhattan,Battery Park,24
2016-06-01,2016-06,Uber,13.0,Manhattan,Battery Park City,1109
2016-06-01,2016-06,Uber,14.0,Brooklyn,Bay Ridge,487
2016-06-01,2016-06,Uber,15.0,Queens,Bay Terrace/Fort Totten,47
2016-06-01,2016-06,Uber,16.0,Queens,Bayside,150
2016-06-01,2016-06,Uber,17.0,Brooklyn,Bedford,792
2016-06-01,2016-06,Uber,18.0,Bronx,Bedford Park,111
2016-06-01,2016-06,Uber,19.0,Queens,Bellerose,51
2016-06-01,2016-06,Uber,20.0,Bronx,Belmont,85
2016-06-01,2016-06,Uber,21.0,Brooklyn,Bensonhurst East,132
2016-06-01,2016-06,Uber,22.0,Brooklyn,Bensonhurst West,190
2016-06-01,2016-06,Uber,23.0,Staten Island,Bloomfield/Emerson Hill,39
2016-06-01,2016-06,Uber,24.0,Manhattan,Bloomingdale,196
2016-06-01,2016-06,Uber,25.0,Brooklyn,Boerum Hill,547
2016-06-01,2016-06,Uber,26.0,Brooklyn,Borough Park,327
2016-06-01,2016-06,Uber,27.0,Queens,Breezy Point/Fort Tilden/Riis Beach,1
2016-06-01,2016-06,Uber,28.0,Queens,Briarwood/Jamaica Hills,116
2016-06-01,2016-06,Uber,29.0,Brooklyn,Brighton Beach,108
2016-06-01,2016-06,Uber,31.0,Bronx,Bronx Park,18
2016-06-01,2016-06,Uber,32.0,Bronx,Bronxdale,61
2016-06-01,2016-06,Uber,33.0,Brooklyn,Brooklyn Heights,611
2016-06-01,2016-06,Uber,34.0,Brooklyn,Brooklyn Navy Yard,97
2016-06-01,2016-06,Uber,35.0,Brooklyn,Brownsville,226
2016-06-01,2016-06,Uber,36.0,Brooklyn,Bushwick North,676
2016-06-01,2016-06,Uber,37.0,Brooklyn,Bushwick South,944
2016-06-01,2016-06,Uber,38.0,Queens,Cambria Heights,37
2016-06-01,2016-06,Uber,39.0,Brooklyn,Canarsie,329
2016-06-01,2016-06,Uber,40.0,Brooklyn,Carroll Gardens,319
2016-06-01,2016-06,Uber,41.0,Manhattan,Central Harlem,532
2016-06-01,2016-06,Uber,42.0,Manhattan,Central Harlem North,535
2016-06-01,2016-06,Uber,43.0,Manhattan,Central Park,333
2016-06-01,2016-06,Uber,44.0,Staten Island,Charleston/Tottenville,3
2016-06-01,2016-06,Uber,45.0,Manhattan,Chinatown,293
2016-06-01,2016-06,Uber,46.0,Bronx,City Island,8
