pickup_date,pickup_month,company,location_id,borough,zone,trips
2016-11-01,2016-11,Uber,3.0,Bronx,Allerton/Pelham Gardens,67
2016-11-01,2016-11,Uber,4.0,Manhattan,Alphabet City,529
2016-11-01,2016-11,Uber,5.0,Staten Island,Arden Heights,8
2016-11-01,2016-11,Uber,6.0,Staten Island,Arrochar/Fort Wadsworth,16
2016-11-01,2016-11,Uber,7.0,Queens,Astoria,659
2016-11-01,2016-11,Uber,9.0,Queens,Auburndale,51
2016-11-01,2016-11,Uber,10.0,Queens,Baisley Park,127
2016-11-01,2016-11,Uber,11.0,Brooklyn,Bath Beach,66
2016-11-01,2016-11,Uber,12.0,Manhattan,Battery Park,14
2016-11-01,2016-11,Uber,13.0,Manhattan,Battery Park City,1214
2016-11-01,2016-11,Uber,14.0,Brooklyn,Bay Ridge,485
2016-11-01,2016-11,Uber,15.0,Queens,Bay Terrace/Fort Totten,29
2016-11-01,2016-11,Uber,16.0,Queens,Bayside,130
2016-11-01,2016-11,Uber,17.0,Brooklyn,Bedford,825
2016-11-01,2016-11,Uber,18.0,Bronx,Bedford Park,125
2016-11-01,2016-11,Uber,19.0,Queens,Bellerose,43
2016-11-01,2016-11,Uber,20.0,Bronx,Belmont,107
2016-11-01,2016-11,Uber,21.0,Brooklyn,Bensonhurst East,187
2016-11-01,2016-11,Uber,22.0,Brooklyn,Bensonhurst West,239
2016-11-01,2016-11,Uber,23.0,Staten Island,Bloomfield/Emerson Hill,56
2016-11-01,2016-11,Uber,24.0,Manhattan,Bloomingdale,160
2016-11-01,2016-11,Uber,25.0,Brooklyn,Boerum Hill,530
2016-11-01,2016-11,Uber,26.0,Brooklyn,Borough Park,450
2016-11-01,2016-11,Uber,28.0,Queens,Briarwood/Jamaica Hills,134
2016-11-01,2016-11,Uber,29.0,Brooklyn,Brighton Beach,86
2016-11-01,2016-11,Uber,30.0,Queens,Broad Channel,2
2016-11-01,2016-11,Uber,31.0,Bronx,Bronx Park,11
2016-11-01,2016-11,Uber,32.0,Bronx,Bronxdale,80
2016-11-01,2016-11,Uber,33.0,Brooklyn,Brooklyn Heights,570
2016-11-01,2016-11,Uber,34.0,Brooklyn,Brooklyn Navy Yard,100
2016-11-01,2016-11,Uber,35.0,Brooklyn,Brownsville,246
2016-11-01,2016-11,Uber,36.0,Brooklyn,Bushwick North,785
2016-11-01,2016-11,Uber,37.0,Brooklyn,Bushwick South,1062
2016-11-01,2016-11,Uber,38.0,Queens,Cambria Heights,46
2016-11-01,2016-11,Uber,39.0,Brooklyn,Canarsie,423
2016-11-01,2016-11,Uber,40.0,Brooklyn,Carroll Gardens,275
2016-11-01,2016-11,Uber,41.0,Manhattan,Central Harlem,513
2016-11-01,2016-11,Uber,42.0,Manhattan,Central Harlem North,581
2016-11-01,2016-11,Uber,43.0,Manhattan,Central Park,244
2016-11-01,2016-11,Uber,44.0,Staten Island,Charleston/Tottenville,6
2016-11-01,2016-11,Uber,45.0,Manhattan,Chinatown,293
2016-11-01,2016-11,Uber,46.0,Bronx,City Island,2
2016-11-01,2016-11,Uber,47.0,Bronx,Claremont/Bathgate,79
2016-11-01,2016-11,Uber,48.0,Manhattan,Clinton East,1690
2016-11-01,2016-11,Uber,49.0,Brooklyn,Clinton Hill,770
2016-11-01,2016-11,Uber,50.0,Manhattan,Clinton West,1064
2016-11-01,2016-11,Uber,51.0,Bronx,Co-Op City,72
2016-11-01,2016-11,Uber,52.0,Brooklyn,Cobble Hill,194
2016-11-01,2016-11,Uber,53.0,Queens,College Point,50
2016-11-01,2016-11,Uber,54.0,Brooklyn,Columbia Street,87
2016-11-01,2016-11,Uber,55.0,Brooklyn,Coney Island,84
2016-11-01,2016-11,Uber,56.0,Queens,Corona,93
2016-11-01,2016-11,Uber,57.0,Queens,Corona,11
2016-11-01,2016-11,Uber,58.0,Bronx,Country Club,7
2016-11-01,2016-11,Uber,59.0,Bronx,Crotona Park,4
2016-11-01,2016-11,Uber,60.0,Bronx,Crotona Park East,44
2016-11-01,2016-11,Uber,61.0,Brooklyn,Crown Heights North,1104
2016-11-01,2016-11,Uber,62.0,Brooklyn,Crown Heights South,351
2016-11-01,2016-11,Uber,63.0,Brooklyn,Cypress Hills,132
2016-11-01,2016-11,Uber,64.0,Queens,Douglaston,53
2016-11-01,2016-11,Uber,65.0,Brooklyn,Downtown Brooklyn/MetroTech,570
2016-11-01,2016-11,Uber,66.0,Brooklyn,DUMBO/Vinegar Hill,442
2016-11-01,2016-11,Uber,67.0,Brooklyn,Dyker Heights,130
2016-11-01,2016-11,Uber,68.0,Manhattan,East Chelsea,1968
2016-11-01,2016-11,Uber,69.0,Bronx,East Concourse/Concourse Village,128
2016-11-01,2016-11,Uber,70.0,Queens,East Elmhurst,132
2016-11-01,2016-11,Uber,71.0,Brooklyn,East Flatbush/Farragut,237
2016-11-01,2016-11,Uber,72.0,Brooklyn,East Flatbush/Remsen Village,307
2016-11-01,2016-11,Uber,73.0,Queens,East Flushing,51
2016-11-01,2016-11,Uber,74.0,Manhattan,East Harlem North,410
2016-11-01,2016-11,Uber,75.0,Manhattan,East Harlem South,493
2016-11-01,2016-11,Uber,76.0,Brooklyn,East New York,478
2016-11-01,2016-11,Uber,77.0,Brooklyn,East New York/Pennsylvania Avenue,137
2016-11-01,2016-11,Uber,78.0,Bronx,East Tremont,87
2016-11-01,2016-11,Uber,79.0,Manhattan,East Village,2395
2016-11-01,2016-11,Uber,80.0,Brooklyn,East Williamsburg,822
2016-11-01,2016-11,Uber,81.0,Bronx,Eastchester,67
2016-11-01,2016-11,Uber,82.0,Queens,Elmhurst,254
2016-11-01,2016-11,Uber,83.0,Queens,Elmhurst/Maspeth,101
2016-11-01,2016-11,Uber,84.0,Staten Island,Eltingville/Annadale/Prince's Bay,15
2016-11-01,2016-11,Uber,85.0,Brooklyn,Erasmus,173
2016-11-01,2016-11,Uber,86.0,Queens,Far Rockaway,17
2016-11-01,2016-11,Uber,87.0,Manhattan,Financial District North,994
2016-11-01,2016-11,Uber,88.0,Manhattan,Financial District South,478
2016-11-01,2016-11,Uber,89.0,Brooklyn,Flatbush/Ditmas Park,654
2016-11-01,2016-11,Uber,90.0,Manhattan,Flatiron,1306
2016-11-01,2016-11,Uber,91.0,Brooklyn,Flatlands,357
2016-11-01,2016-11,Uber,92.0,Queens,Flushing,252
2016-11-01,2016-11,Uber,93.0,Queens,Flushing Meadows-Corona Park,26
2016-11-01,2016-11,Uber,94.0,Bronx,Fordham South,57
2016-11-01,2016-11,Uber,95.0,Queens,Forest Hills,441
