pickup_date,pickup_month,company,location_id,borough,zone,trips
2017-10-01,2017-10,Uber,3.0,Bronx,Allerton/Pelham Gardens,97
2017-10-01,2017-10,Uber,4.0,Manhattan,Alphabet City,517
2017-10-01,2017-10,Uber,5.0,Staten Island,Arden Heights,13
2017-10-01,2017-10,Uber,6.0,Staten Island,Arrochar/Fort Wadsworth,30
2017-10-01,2017-10,Uber,7.0,Queens,Astoria,1319
2017-10-01,2017-10,Uber,8.0,Queens,Astoria Park,8
2017-10-01,2017-10,Uber,9.0,Queens,Auburndale,63
2017-10-01,2017-10,Uber,10.0,Queens,Baisley Park,167
2017-10-01,2017-10,Uber,11.0,Brooklyn,Bath Beach,74
2017-10-01,2017-10,Uber,12.0,Manhattan,Battery Park,41
2017-10-01,2017-10,Uber,13.0,Manhattan,Battery Park City,580
2017-10-01,2017-10,Uber,14.0,Brooklyn,Bay Ridge,574
2017-10-01,2017-10,Uber,15.0,Queens,Bay Terrace/Fort Totten,35
2017-10-01,2017-10,Uber,16.0,Queens,Bayside,184
2017-10-01,2017-10,Uber,17.0,Brooklyn,Bedford,1071
2017-10-01,2017-10,Uber,18.0,Bronx,Bedford Park,304
2017-10-01,2017-10,Uber,19.0,Queens,Bellerose,41
2017-10-01,2017-10,Uber,20.0,Bronx,Belmont,170
2017-10-01,2017-10,Uber,21.0,Brooklyn,Bensonhurst East,198
2017-10-01,2017-10,Uber,22.0,Brooklyn,Bensonhurst West,255
2017-10-01,2017-10,Uber,23.0,Staten Island,Bloomfield/Emerson Hill,90
2017-10-01,2017-10,Uber,24.0,Manhattan,Bloomingdale,194
2017-10-01,2017-10,Uber,25.0,Brooklyn,Boerum Hill,721
2017-10-01,2017-10,Uber,26.0,Brooklyn,Borough Park,369
2017-10-01,2017-10,Uber,27.0,Queens,Breezy Point/Fort Tilden/Riis Beach,5
2017-10-01,2017-10,Uber,28.0,Queens,Briarwood/Jamaica Hills,156
2017-10-01,2017-10,Uber,29.0,Brooklyn,Brighton Beach,153
2017-10-01,2017-10,Uber,30.0,Queens,Broad Channel,3
2017-10-01,2017-10,Uber,31.0,Bronx,Bronx Park,83
2017-10-01,2017-10,Uber,32.0,Bronx,Bronxdale,113
2017-10-01,2017-10,Uber,33.0,Brooklyn,Brooklyn Heights,619
2017-10-01,2017-10,Uber,34.0,Brooklyn,Brooklyn Navy Yard,46
2017-10-01,2017-10,Uber,35.0,Brooklyn,Brownsville,422
2017-10-01,2017-10,Uber,36.0,Brooklyn,Bushwick North,995
2017-10-01,2017-10,Uber,37.0,Brooklyn,Bushwick South,1395
2017-10-01,2017-10,Uber,38.0,Queens,Cambria Heights,40
2017-10-01,2017-10,Uber,39.0,Brooklyn,Canarsie,693
2017-10-01,2017-10,Uber,40.0,Brooklyn,Carroll Gardens,341
2017-10-01,2017-10,Uber,41.0,Manhattan,Central Harlem,650
2017-10-01,2017-10,Uber,42.0,Manhattan,Central Harlem North,775
2017-10-01,2017-10,Uber,43.0,Manhattan,Central Park,485
2017-10-01,2017-10,Uber,44.0,Staten Island,Charleston/Tottenville,23
2017-10-01,2017-10,Uber,45.0,Manhattan,Chinatown,271
2017-10-01,2017-10,Uber,46.0,Bronx,City Island,9
2017-10-01,2017-10,Uber,47.0,Bronx,Claremont/Bathgate,165
2017-10-01,2017-10,Uber,48.0,Manhattan,Clinton East,1959
2017-10-01,2017-10,Uber,49.0,Brooklyn,Clinton Hill,951
2017-10-01,2017-10,Uber,50.0,Manhattan,Clinton West,705
2017-10-01,2017-10,Uber,51.0,Bronx,Co-Op City,173
2017-10-01,2017-10,Uber,52.0,Brooklyn,Cobble Hill,148
2017-10-01,2017-10,Uber,53.0,Queens,College Point,72
2017-10-01,2017-10,Uber,54.0,Brooklyn,Columbia Street,65
2017-10-01,2017-10,Uber,55.0,Brooklyn,Coney Island,194
2017-10-01,2017-10,Uber,56.0,Queens,Corona,181
2017-10-01,2017-10,Uber,57.0,Queens,Corona,10
2017-10-01,2017-10,Uber,58.0,Bronx,Country Club,17
2017-10-01,2017-10,Uber,59.0,Bronx,Crotona Park,6
2017-10-01,2017-10,Uber,60.0,Bronx,Crotona Park East,121
2017-10-01,2017-10,Uber,61.0,Brooklyn,Crown Heights North,1679
2017-10-01,2017-10,Uber,62.0,Brooklyn,Crown Heights South,453
2017-10-01,2017-10,Uber,63.0,Brooklyn,Cypress Hills,228
2017-10-01,2017-10,Uber,64.0,Queens,Douglaston,54
2017-10-01,2017-10,Uber,65.0,Brooklyn,Downtown Brooklyn/MetroTech,500
2017-10-01,2017-10,Uber,66.0,Brooklyn,DUMBO/Vinegar Hill,412
2017-10-01,2017-10,Uber,67.0,Brooklyn,Dyker Heights,147
2017-10-01,2017-10,Uber,68.0,Manhattan,East Chelsea,1452
2017-10-01,2017-10,Uber,69.0,Bronx,East Concourse/Concourse Village,349
2017-10-01,2017-10,Uber,70.0,Queens,East Elmhurst,163
2017-10-01,2017-10,Uber,71.0,Brooklyn,East Flatbush/Farragut,403
2017-10-01,2017-10,Uber,72.0,Brooklyn,East Flatbush/Remsen Village,561
2017-10-01,2017-10,Uber,73.0,Queens,East Flushing,70
2017-10-01,2017-10,Uber,74.0,Manhattan,East Harlem North,655
2017-10-01,2017-10,Uber,75.0,Manhattan,East Harlem South,430
2017-10-01,2017-10,Uber,76.0,Brooklyn,East New York,797
2017-10-01,2017-10,Uber,77.0,Brooklyn,East New York/Pennsylvania Avenue,210
2017-10-01,2017-10,Uber,78.0,Bronx,East Tremont,250
2017-10-01,2017-10,Uber,79.0,Manhattan,East Village,2402
