pickup_date,pickup_month,company,location_id,borough,zone,trips
2015-03-01,2015-03,Uber,3.0,Bronx,Allerton/Pelham Gardens,21
2015-03-01,2015-03,Uber,4.0,Manhattan,Alphabet City,504
2015-03-01,2015-03,Uber,6.0,Staten Island,Arrochar/Fort Wadsworth,3
2015-03-01,2015-03,Uber,7.0,Queens,Astoria,565
2015-03-01,2015-03,Uber,8.0,Queens,Astoria Park,1
2015-03-01,2015-03,Uber,9.0,Queens,Auburndale,16
2015-03-01,2015-03,Uber,10.0,Queens,Baisley Park,29
2015-03-01,2015-03,Uber,11.0,Brooklyn,Bath Beach,17
2015-03-01,2015-03,Uber,12.0,Manhattan,Battery Park,4
2015-03-01,2015-03,Uber,13.0,Manhattan,Battery Park City,509
2015-03-01,2015-03,Uber,14.0,Brooklyn,Bay Ridge,188
2015-03-01,2015-03,Uber,15.0,Queens,Bay Terrace/Fort Totten,7
2015-03-01,2015-03,Uber,16.0,Queens,Bayside,52
2015-03-01,2015-03,Uber,17.0,Brooklyn,Bedford,430
2015-03-01,2015-03,Uber,18.0,Bronx,Bedford Park,32
2015-03-01,2015-03,Uber,19.0,Queens,Bellerose,12
2015-03-01,2015-03,Uber,20.0,Bronx,Belmont,46
2015-03-01,2015-03,Uber,21.0,Brooklyn,Bensonhurst East,39
2015-03-01,2015-03,Uber,22.0,Brooklyn,Bensonhurst West,66
2015-03-01,2015-03,Uber,23.0,Staten Island,Bloomfield/Emerson Hill,4
2015-03-01,2015-03,Uber,24.0,Manhattan,Bloomingdale,124
2015-03-01,2015-03,Uber,25.0,Brooklyn,Boerum Hill,411
2015-03-01,2015-03,Uber,26.0,Brooklyn,Borough Park,65
2015-03-01,2015-03,Uber,28.0,Queens,Briarwood/Jamaica Hills,77
2015-03-01,2015-03,Uber,29.0,Brooklyn,Brighton Beach,15
2015-03-01,2015-03,Uber,30.0,Queens,Broad Channel,1
2015-03-01,2015-03,Uber,31.0,Bronx,Bronx Park,4
2015-03-01,2015-03,Uber,32.0,Bronx,Bronxdale,25
2015-03-01,2015-03,Uber,33.0,Brooklyn,Brooklyn Heights,392
2015-03-01,2015-03,Uber,34.0,Brooklyn,Brooklyn Navy Yard,32
2015-03-01,2015-03,Uber,35.0,Brooklyn,Brownsville,69
2015-03-01,2015-03,Uber,36.0,Brooklyn,Bushwick North,533
2015-03-01,2015-03,Uber,37.0,Brooklyn,Bushwick South,622
2015-03-01,2015-03,Uber,38.0,Queens,Cambria Heights,17
2015-03-01,2015-03,Uber,39.0,Brooklyn,Canarsie,91
2015-03-01,2015-03,Uber,40.0,Brooklyn,Carroll Gardens,239
2015-03-01,2015-03,Uber,41.0,Manhattan,Central Harlem,362
2015-03-01,2015-03,Uber,42.0,Manhattan,Central Harlem North,369
2015-03-01,2015-03,Uber,43.0,Manhattan,Central Park,243
2015-03-01,2015-03,Uber,45.0,Manhattan,Chinatown,268
2015-03-01,2015-03,Uber,47.0,Bronx,Claremont/Bathgate,23
2015-03-01,2015-03,Uber,48.0,Manhattan,Clinton East,1331
2015-03-01,2015-03,Uber,49.0,Brooklyn,Clinton Hill,493
2015-03-01,2015-03,Uber,50.0,Manhattan,Clinton West,682
2015-03-01,2015-03,Uber,51.0,Bronx,Co-Op City,18
2015-03-01,2015-03,Uber,52.0,Brooklyn,Cobble Hill,168
2015-03-01,2015-03,Uber,53.0,Queens,College Point,10
2015-03-01,2015-03,Uber,54.0,Brooklyn,Columbia Street,70
2015-03-01,2015-03,Uber,55.0,Brooklyn,Coney Island,19
2015-03-01,2015-03,Uber,56.0,Queens,Corona,52
2015-03-01,2015-03,Uber,57.0,Queens,Corona,5
2015-03-01,2015-03,Uber,58.0,Bronx,Country Club,2
2015-03-01,2015-03,Uber,59.0,Bronx,Crotona Park,1
2015-03-01,2015-03,Uber,60.0,Bronx,Crotona Park East,17
2015-03-01,2015-03,Uber,61.0,Brooklyn,Crown Heights North,611
2015-03-01,2015-03,Uber,62.0,Brooklyn,Crown Heights South,132
2015-03-01,2015-03,Uber,63.0,Brooklyn,Cypress Hills,49
2015-03-01,2015-03,Uber,64.0,Queens,Douglaston,22
2015-03-01,2015-03,Uber,65.0,Brooklyn,Downtown Brooklyn/MetroTech,226
2015-03-01,2015-03,Uber,66.0,Brooklyn,DUMBO/Vinegar Hill,212
2015-03-01,2015-03,Uber,67.0,Brooklyn,Dyker Heights,47
2015-03-01,2015-03,Uber,68.0,Manhattan,East Chelsea,1548
2015-03-01,2015-03,Uber,69.0,Bronx,East Concourse/Concourse Village,39
2015-03-01,2015-03,Uber,70.0,Queens,East Elmhurst,65
2015-03-01,2015-03,Uber,71.0,Brooklyn,East Flatbush/Farragut,87
2015-03-01,2015-03,Uber,72.0,Brooklyn,East Flatbush/Remsen Village,94
2015-03-01,2015-03,Uber,73.0,Queens,East Flushing,12
2015-03-01,2015-03,Uber,74.0,Manhattan,East Harlem North,340
2015-03-01,2015-03,Uber,75.0,Manhattan,East Harlem South,229
2015-03-01,2015-03,Uber,76.0,Brooklyn,East New York,93
2015-03-01,2015-03,Uber,77.0,Brooklyn,East New York/Pennsylvania Avenue,28
2015-03-01,2015-03,Uber,78.0,Bronx,East Tremont,26
2015-03-01,2015-03,Uber,79.0,Manhattan,East Village,2758
2015-03-01,2015-03,Uber,80.0,Brooklyn,East Williamsburg,647
2015-03-01,2015-03,Uber,81.0,Bronx,Eastchester,25
2015-03-01,2015-03,Uber,82.0,Queens,Elmhurst,145
2015-03-01,2015-03,Uber,83.0,Queens,Elmhurst/Maspeth,69
2015-03-01,2015-03,Uber,84.0,Staten Island,Eltingville/Annadale/Prince's Bay,1
2015-03-01,2015-03,Uber,85.0,Brooklyn,Erasmus,50
2015-03-01,2015-03,Uber,86.0,Queens,Far Rockaway,3
2015-03-01,2015-03,Uber,87.0,Manhattan,Financial District North,593
2015-03-01,2015-03,Uber,88.0,Manhattan,Financial District South,168
2015-03-01,2015-03,Uber,89.0,Brooklyn,Flatbush/Ditmas Park,289
2015-03-01,2015-03,Uber,90.0,Manhattan,Flatiron,1214
2015-03-01,2015-03,Uber,91.0,Brooklyn,Flatlands,79
2015-03-01,2015-03,Uber,92.0,Queens,Flushing,143
2015-03-01,2015-03,Uber,93.0,Queens,Flushing Meadows-Corona Park,14
2015-03-01,2015-03,Uber,94.0,Bronx,Fordham South,16
2015-03-01,2015-03,Uber,95.0,Queens,Forest Hills,219
2015-03-01,2015-03,Uber,96.0,Queens,Forest Park/Highland Park,1
2015-03-01,2015-03,Uber,97.0,Brooklyn,Fort Greene,427
2015-03-01,2015-03,Uber,98.0,Queens,Fresh Meadows,26
2015-03-01,2015-03,Uber,100.0,Manhattan,Garment District,449
2015-03-01,2015-03,Uber,101.0,Queens,Glen Oaks,13
