pickup_date,pickup_month,company,location_id,borough,zone,trips
2015-05-01,2015-05,Uber,1.0,EWR,Newark Airport,2
2015-05-01,2015-05,Uber,3.0,Bronx,Allerton/Pelham Gardens,33
2015-05-01,2015-05,Uber,4.0,Manhattan,Alphabet City,589
2015-05-01,2015-05,Uber,6.0,Staten Island,Arrochar/Fort Wadsworth,4
2015-05-01,2015-05,Uber,7.0,Queens,Astoria,625
2015-05-01,2015-05,Uber,8.0,Queens,Astoria Park,3
2015-05-01,2015-05,Uber,9.0,Queens,Auburndale,22
2015-05-01,2015-05,Uber,10.0,Queens,Baisley Park,57
2015-05-01,2015-05,Uber,11.0,Brooklyn,Bath Beach,24
2015-05-01,2015-05,Uber,12.0,Manhattan,Battery Park,9
2015-05-01,2015-05,Uber,13.0,Manhattan,Battery Park City,877
2015-05-01,2015-05,Uber,14.0,Brooklyn,Bay Ridge,257
2015-05-01,2015-05,Uber,15.0,Queens,Bay Terrace/Fort Totten,18
2015-05-01,2015-05,Uber,16.0,Queens,Bayside,65
2015-05-01,2015-05,Uber,17.0,Brooklyn,Bedford,538
2015-05-01,2015-05,Uber,18.0,Bronx,Bedford Park,41
2015-05-01,2015-05,Uber,19.0,Queens,Bellerose,23
2015-05-01,2015-05,Uber,20.0,Bronx,Belmont,67
2015-05-01,2015-05,Uber,21.0,Brooklyn,Bensonhurst East,42
2015-05-01,2015-05,Uber,22.0,Brooklyn,Bensonhurst West,61
2015-05-01,2015-05,Uber,23.0,Staten Island,Bloomfield/Emerson Hill,5
2015-05-01,2015-05,Uber,24.0,Manhattan,Bloomingdale,161
2015-05-01,2015-05,Uber,25.0,Brooklyn,Boerum Hill,436
2015-05-01,2015-05,Uber,26.0,Brooklyn,Borough Park,63
2015-05-01,2015-05,Uber,28.0,Queens,Briarwood/Jamaica Hills,85
2015-05-01,2015-05,Uber,29.0,Brooklyn,Brighton Beach,32
2015-05-01,2015-05,Uber,31.0,Bronx,Bronx Park,7
