pickup_date,pickup_month,company,location_id,borough,zone,trips
2018-07-01,2018-07,Uber,3.0,Bronx,Allerton/Pelham Gardens,240
2018-07-01,2018-07,Uber,4.0,Manhattan,Alphabet City,667
2018-07-01,2018-07,Uber,5.0,Staten Island,Arden Heights,37
2018-07-01,2018-07,Uber,6.0,Staten Island,Arrochar/Fort Wadsworth,56
2018-07-01,2018-07,Uber,7.0,Queens,Astoria,1943
2018-07-01,2018-07,Uber,8.0,Queens,Astoria Park,22
2018-07-01,2018-07,Uber,9.0,Queens,Auburndale,98
2018-07-01,2018-07,Uber,10.0,Queens,Baisley Park,389
2018-07-01,2018-07,Uber,11.0,Brooklyn,Bath Beach,167
2018-07-01,2018-07,Uber,12.0,Manhattan,Battery Park,87
2018-07-01,2018-07,Uber,13.0,Manhattan,Battery Park City,618
2018-07-01,2018-07,Uber,14.0,Brooklyn,Bay Ridge,681
2018-07-01,2018-07,Uber,15.0,Queens,Bay Terrace/Fort Totten,83
2018-07-01,2018-07,Uber,16.0,Queens,Bayside,266
2018-07-01,2018-07,Uber,17.0,Brooklyn,Bedford,1518
2018-07-01,2018-07,Uber,18.0,Bronx,Bedford Park,556
2018-07-01,2018-07,Uber,19.0,Queens,Bellerose,101
2018-07-01,2018-07,Uber,20.0,Bronx,Belmont,322
2018-07-01,2018-07,Uber,21.0,Brooklyn,Bensonhurst East,398
2018-07-01,2018-07,Uber,22.0,Brooklyn,Bensonhurst West,465
2018-07-01,2018-07,Uber,23.0,Staten Island,Bloomfield/Emerson Hill,102
2018-07-01,2018-07,Uber,24.0,Manhattan,Bloomingdale,224
2018-07-01,2018-07,Uber,25.0,Brooklyn,Boerum Hill,920
2018-07-01,2018-07,Uber,26.0,Brooklyn,Borough Park,429
2018-07-01,2018-07,Uber,27.0,Queens,Breezy Point/Fort Tilden/Riis Beach,77
2018-07-01,2018-07,Uber,28.0,Queens,Briarwood/Jamaica Hills,244
2018-07-01,2018-07,Uber,29.0,Brooklyn,Brighton Beach,366
2018-07-01,2018-07,Uber,30.0,Queens,Broad Channel,38
