pickup_date,pickup_month,company,location_id,borough,zone,trips
2018-05-01,2018-05,Uber,2.0,Queens,Jamaica Bay,1
2018-05-01,2018-05,Uber,3.0,Bronx,Allerton/Pelham Gardens,154
2018-05-01,2018-05,Uber,4.0,Manhattan,Alphabet City,453
2018-05-01,2018-05,Uber,5.0,Staten Island,Arden Heights,33
2018-05-01,2018-05,Uber,6.0,Staten Island,Arrochar/Fort Wadsworth,25
2018-05-01,2018-05,Uber,7.0,Queens,Astoria,912
2018-05-01,2018-05,Uber,8.0,Queens,Astoria Park,7
2018-05-01,2018-05,Uber,9.0,Queens,Auburndale,90
2018-05-01,2018-05,Uber,10.0,Queens,Baisley Park,280
2018-05-01,2018-05,Uber,11.0,Brooklyn,Bath Beach,153
2018-05-01,2018-05,Uber,12.0,Manhattan,Battery Park,28
2018-05-01,2018-05,Uber,13.0,Manhattan,Battery Park City,794
2018-05-01,2018-05,Uber,14.0,Brooklyn,Bay Ridge,589
2018-05-01,2018-05,Uber,15.0,Queens,Bay Terrace/Fort Totten,45
2018-05-01,2018-05,Uber,16.0,Queens,Bayside,231
2018-05-01,2018-05,Uber,17.0,Brooklyn,Bedford,857
2018-05-01,2018-05,Uber,18.0,Bronx,Bedford Park,414
2018-05-01,2018-05,Uber,19.0,Queens,Bellerose,61
2018-05-01,2018-05,Uber,20.0,Bronx,Belmont,293
2018-05-01,2018-05,Uber,21.0,Brooklyn,Bensonhurst East,333
2018-05-01,2018-05,Uber,22.0,Brooklyn,Bensonhurst West,417
2018-05-01,2018-05,Uber,23.0,Staten Island,Bloomfield/Emerson Hill,136
2018-05-01,2018-05,Uber,24.0,Manhattan,Bloomingdale,195
2018-05-01,2018-05,Uber,25.0,Brooklyn,Boerum Hill,619
2018-05-01,2018-05,Uber,26.0,Brooklyn,Borough Park,761
2018-05-01,2018-05,Uber,27.0,Queens,Breezy Point/Fort Tilden/Riis Beach,1
2018-05-01,2018-05,Uber,28.0,Queens,Briarwood/Jamaica Hills,223
2018-05-01,2018-05,Uber,29.0,Brooklyn,Brighton Beach,254
2018-05-01,2018-05,Uber,30.0,Queens,Broad Channel,2
2018-05-01,2018-05,Uber,31.0,Bronx,Bronx Park,44
2018-05-01,2018-05,Uber,32.0,Bronx,Bronxdale,181
2018-05-01,2018-05,Uber,33.0,Brooklyn,Brooklyn Heights,587
2018-05-01,2018-05,Uber,34.0,Brooklyn,Brooklyn Navy Yard,96
2018-05-01,2018-05,Uber,35.0,Brooklyn,Brownsville,676
2018-05-01,2018-05,Uber,36.0,Brooklyn,Bushwick North,703
2018-05-01,2018-05,Uber,37.0,Brooklyn,Bushwick South,1039
2018-05-01,2018-05,Uber,38.0,Queens,Cambria Heights,92
2018-05-01,2018-05,Uber,39.0,Brooklyn,Canarsie,947
2018-05-01,2018-05,Uber,40.0,Brooklyn,Carroll Gardens,246
2018-05-01,2018-05,Uber,41.0,Manhattan,Central Harlem,759
2018-05-01,2018-05,Uber,42.0,Manhattan,Central Harlem North,942
2018-05-01,2018-05,Uber,43.0,Manhattan,Central Park,658
2018-05-01,2018-05,Uber,44.0,Staten Island,Charleston/Tottenville,16
2018-05-01,2018-05,Uber,45.0,Manhattan,Chinatown,233
2018-05-01,2018-05,Uber,46.0,Bronx,City Island,17
2018-05-01,2018-05,Uber,47.0,Bronx,Claremont/Bathgate,312
2018-05-01,2018-05,Uber,48.0,Manhattan,Clinton East,1672
2018-05-01,2018-05,Uber,49.0,Brooklyn,Clinton Hill,708
2018-05-01,2018-05,Uber,50.0,Manhattan,Clinton West,542
2018-05-01,2018-05,Uber,51.0,Bronx,Co-Op City,305
