pickup_date,pickup_month,company,location_id,borough,zone,trips
2017-07-01,2017-07,Uber,3.0,Bronx,Allerton/Pelham Gardens,123
2017-07-01,2017-07,Uber,4.0,Manhattan,Alphabet City,530
2017-07-01,2017-07,Uber,5.0,Staten Island,Arden Heights,23
2017-07-01,2017-07,Uber,6.0,Staten Island,Arrochar/Fort Wadsworth,36
2017-07-01,2017-07,Uber,7.0,Queens,Astoria,1125
2017-07-01,2017-07,Uber,8.0,Queens,Astoria Park,12
2017-07-01,2017-07,Uber,9.0,Queens,Auburndale,75
2017-07-01,2017-07,Uber,10.0,Queens,Baisley Park,200
2017-07-01,2017-07,Uber,11.0,Brooklyn,Bath Beach,104
2017-07-01,2017-07,Uber,12.0,Manhattan,Battery Park,62
2017-07-01,2017-07,Uber,13.0,Manhattan,Battery Park City,597
2017-07-01,2017-07,Uber,14.0,Brooklyn,Bay Ridge,700
2017-07-01,2017-07,Uber,15.0,Queens,Bay Terrace/Fort Totten,52
2017-07-01,2017-07,Uber,16.0,Queens,Bayside,176
2017-07-01,2017-07,Uber,17.0,Brooklyn,Bedford,1155
2017-07-01,2017-07,Uber,18.0,Bronx,Bedford Park,327
2017-07-01,2017-07,Uber,19.0,Queens,Bellerose,57
2017-07-01,2017-07,Uber,20.0,Bronx,Belmont,210
2017-07-01,2017-07,Uber,21.0,Brooklyn,Bensonhurst East,213
2017-07-01,2017-07,Uber,22.0,Brooklyn,Bensonhurst West,282
2017-07-01,2017-07,Uber,23.0,Staten Island,Bloomfield/Emerson Hill,83
2017-07-01,2017-07,Uber,24.0,Manhattan,Bloomingdale,224
2017-07-01,2017-07,Uber,25.0,Brooklyn,Boerum Hill,761
2017-07-01,2017-07,Uber,26.0,Brooklyn,Borough Park,162
2017-07-01,2017-07,Uber,27.0,Queens,Breezy Point/Fort Tilden/Riis Beach,15
2017-07-01,2017-07,Uber,28.0,Queens,Briarwood/Jamaica Hills,163
2017-07-01,2017-07,Uber,29.0,Brooklyn,Brighton Beach,177
2017-07-01,2017-07,Uber,30.0,Queens,Broad Channel,3
2017-07-01,2017-07,Uber,31.0,Bronx,Bronx Park,76
2017-07-01,2017-07,Uber,32.0,Bronx,Bronxdale,155
2017-07-01,2017-07,Uber,33.0,Brooklyn,Brooklyn Heights,602
2017-07-01,2017-07,Uber,34.0,Brooklyn,Brooklyn Navy Yard,50
2017-07-01,2017-07,Uber,35.0,Brooklyn,Brownsville,502
2017-07-01,2017-07,Uber,36.0,Brooklyn,Bushwick North,1174
2017-07-01,2017-07,Uber,37.0,Brooklyn,Bushwick South,1498
2017-07-01,2017-07,Uber,38.0,Queens,Cambria Heights,71
2017-07-01,2017-07,Uber,39.0,Brooklyn,Canarsie,709
2017-07-01,2017-07,Uber,40.0,Brooklyn,Carroll Gardens,382
2017-07-01,2017-07,Uber,41.0,Manhattan,Central Harlem,700
2017-07-01,2017-07,Uber,42.0,Manhattan,Central Harlem North,924
2017-07-01,2017-07,Uber,43.0,Manhattan,Central Park,693
2017-07-01,2017-07,Uber,44.0,Staten Island,Charleston/Tottenville,31
2017-07-01,2017-07,Uber,45.0,Manhattan,Chinatown,342
2017-07-01,2017-07,Uber,46.0,Bronx,City Island,18
2017-07-01,2017-07,Uber,47.0,Bronx,Claremont/Bathgate,211
2017-07-01,2017-07,Uber,48.0,Manhattan,Clinton East,1977
2017-07-01,2017-07,Uber,49.0,Brooklyn,Clinton Hill,892
2017-07-01,2017-07,Uber,50.0,Manhattan,Clinton West,742
2017-07-01,2017-07,Uber,51.0,Bronx,Co-Op City,167
2017-07-01,2017-07,Uber,52.0,Brooklyn,Cobble Hill,141
2017-07-01,2017-07,Uber,53.0,Queens,College Point,83
2017-07-01,2017-07,Uber,54.0,Brooklyn,Columbia Street,73
2017-07-01,2017-07,Uber,55.0,Brooklyn,Coney Island,264
2017-07-01,2017-07,Uber,56.0,Queens,Corona,181
2017-07-01,2017-07,Uber,57.0,Queens,Corona,10
2017-07-01,2017-07,Uber,58.0,Bronx,Country Club,11
2017-07-01,2017-07,Uber,59.0,Bronx,Crotona Park,16
2017-07-01,2017-07,Uber,60.0,Bronx,Crotona Park East,120
2017-07-01,2017-07,Uber,61.0,Brooklyn,Crown Heights North,1648
2017-07-01,2017-07,Uber,62.0,Brooklyn,Crown Heights South,398
2017-07-01,2017-07,Uber,63.0,Brooklyn,Cypress Hills,257
2017-07-01,2017-07,Uber,64.0,Queens,Douglaston,66
2017-07-01,2017-07,Uber,65.0,Brooklyn,Downtown Brooklyn/MetroTech,639
2017-07-01,2017-07,Uber,66.0,Brooklyn,DUMBO/Vinegar Hill,400
2017-07-01,2017-07,Uber,67.0,Brooklyn,Dyker Heights,161
2017-07-01,2017-07,Uber,68.0,Manhattan,East Chelsea,1323
