date,weather_code,temperature_2m_max,temperature_2m_min,temperature_avg_f,apparent_temperature_max,apparent_temperature_min,apparent_temperature_avg_f,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,wind_speed_10m_max,has_rain,has_snow,has_precipitation
2014-04-01,3,56.5,30.1,43.3,54.4,23.4,38.9,0.0,0.0,0.0,0.0,8.5,False,False,False
2014-04-02,53,53.4,35.9,44.65,50.5,30.4,40.45,0.071,0.071,0.0,3.0,6.3,True,False,True
2014-04-03,53,60.3,37.0,48.65,57.8,30.8,44.3,0.02,0.02,0.0,1.0,6.7,True,False,True
2014-04-04,53,43.6,39.8,41.7,40.0,31.7,35.85,0.197,0.197,0.0,14.0,12.8,True,False,True
2014-04-05,51,53.6,39.6,46.6,44.6,30.7,37.65,0.008,0.008,0.0,1.0,15.5,True,False,True
2014-04-06,3,55.8,31.7,43.75,51.1,24.0,37.55,0.0,0.0,0.0,0.0,8.9,False,False,False
2014-04-07,63,48.3,34.4,41.349999999999994,41.5,29.0,35.25,0.331,0.331,0.0,8.0,13.1,True,False,True
2014-04-08,53,64.2,45.8,55.0,57.9,38.7,48.3,0.146,0.146,0.0,8.0,15.6,True,False,True
2014-04-09,1,58.8,37.1,47.95,52.4,31.5,41.95,0.0,0.0,0.0,0.0,13.3,False,False,False
2014-04-10,1,58.2,34.4,46.3,53.1,28.4,40.75,0.0,0.0,0.0,0.0,12.4,False,False,False
2014-04-11,53,69.5,49.7,59.6,68.3,41.8,55.05,0.055,0.055,0.0,4.0,10.8,True,False,True
2014-04-12,53,67.6,44.5,56.05,66.4,41.3,53.85,0.055,0.055,0.0,3.0,9.4,True,False,True
2014-04-13,3,73.7,45.8,59.75,73.8,41.1,57.45,0.0,0.0,0.0,0.0,12.0,False,False,False
2014-04-14,3,71.4,56.9,64.15,68.0,53.8,60.9,0.0,0.0,0.0,0.0,15.0,False,False,False
2014-04-15,63,62.3,37.4,49.849999999999994,59.7,28.9,44.3,0.823,0.823,0.0,19.0,19.1,True,False,True
2014-04-16,73,47.0,31.8,39.4,39.7,20.0,29.85,0.146,0.047,0.689,3.0,15.8,True,True,True
2014-04-17,3,46.0,34.3,40.15,41.3,25.8,33.55,0.0,0.0,0.0,0.0,9.1,False,False,False
2014-04-18,3,46.3,36.2,41.25,42.7,29.1,35.900000000000006,0.0,0.0,0.0,0.0,8.1,False,False,False
2014-04-19,3,62.9,37.0,49.95,58.5,31.4,44.95,0.0,0.0,0.0,0.0,8.8,False,False,False
2014-04-20,3,53.1,39.5,46.3,49.8,34.1,41.95,0.0,0.0,0.0,0.0,10.9,False,False,False
2014-04-21,0,61.4,35.1,48.25,59.7,30.2,44.95,0.0,0.0,0.0,0.0,7.4,False,False,False
2014-04-22,53,68.9,42.0,55.45,68.1,37.4,52.75,0.047,0.047,0.0,3.0,7.8,True,False,True
2014-04-23,51,57.7,44.5,51.1,52.0,34.4,43.2,0.02,0.02,0.0,2.0,18.4,True,False,True
2014-04-24,0,58.5,40.4,49.45,48.8,30.5,39.65,0.0,0.0,0.0,0.0,16.8,False,False,False
2014-04-25,53,58.0,37.4,47.7,54.7,31.7,43.2,0.028,0.028,0.0,2.0,10.4,True,False,True
2014-04-26,63,63.5,45.8,54.65,59.1,41.8,50.45,0.768,0.768,0.0,12.0,10.1,True,False,True
2014-04-27,3,55.5,41.2,48.35,48.1,34.6,41.35,0.0,0.0,0.0,0.0,12.1,False,False,False
2014-04-28,3,61.1,38.7,49.900000000000006,59.2,33.5,46.35,0.0,0.0,0.0,0.0,7.9,False,False,False
2014-04-29,53,48.2,42.2,45.2,42.6,33.7,38.150000000000006,0.142,0.142,0.0,8.0,15.1,True,False,True
2014-04-30,63,53.3,41.6,47.45,50.2,33.2,41.7,1.374,1.374,0.0,24.0,16.2,True,False,True
2014-05-01,61,71.9,54.6,63.25,73.8,51.9,62.849999999999994,0.315,0.315,0.0,11.0,10.9,True,False,True
2014-05-02,51,64.9,51.6,58.25,58.2,47.1,52.650000000000006,0.004,0.004,0.0,1.0,14.0,True,False,True
2014-05-03,3,65.2,44.4,54.8,62.1,40.5,51.3,0.0,0.0,0.0,0.0,10.2,False,False,False
2014-05-04,51,60.2,49.1,54.650000000000006,51.4,41.8,46.599999999999994,0.004,0.004,0.0,1.0,18.0,True,False,True
2014-05-05,3,64.7,46.4,55.55,60.0,38.8,49.4,0.0,0.0,0.0,0.0,13.5,False,False,False
2014-05-06,3,65.5,44.7,55.1,60.0,39.4,49.7,0.0,0.0,0.0,0.0,11.1,False,False,False
2014-05-07,3,64.2,43.8,54.0,63.1,38.6,50.85,0.0,0.0,0.0,0.0,9.3,False,False,False
2014-05-08,61,57.3,50.6,53.95,57.0,48.6,52.8,0.382,0.382,0.0,9.0,6.2,True,False,True
2014-05-09,61,63.6,51.2,57.400000000000006,62.8,49.3,56.05,0.138,0.138,0.0,5.0,8.7,True,False,True
2014-05-10,53,79.8,56.6,68.2,80.6,56.6,68.6,0.079,0.079,0.0,6.0,12.1,True,False,True
2014-05-11,51,76.2,58.9,67.55,75.1,58.3,66.69999999999999,0.004,0.004,0.0,1.0,9.2,True,False,True
2014-05-12,3,80.3,55.1,67.7,85.1,53.3,69.19999999999999,0.0,0.0,0.0,0.0,6.4,False,False,False
2014-05-13,3,66.3,51.3,58.8,68.3,47.3,57.8,0.0,0.0,0.0,0.0,11.0,False,False,False
2014-05-14,3,66.4,49.8,58.1,67.2,45.9,56.55,0.0,0.0,0.0,0.0,8.9,False,False,False
2014-05-15,53,69.2,56.3,62.75,70.5,54.6,62.55,0.079,0.079,0.0,6.0,12.0,True,False,True
2014-05-16,63,65.2,62.0,63.6,64.3,60.5,62.4,0.709,0.709,0.0,14.0,15.9,True,False,True
2014-05-17,63,66.2,51.2,58.7,62.4,47.9,55.15,0.315,0.315,0.0,3.0,10.4,True,False,True
2014-05-18,2,63.2,46.6,54.900000000000006,59.7,43.3,51.5,0.0,0.0,0.0,0.0,9.7,False,False,False
2014-05-19,2,68.7,46.5,57.6,62.2,40.3,51.25,0.0,0.0,0.0,0.0,12.3,False,False,False
2014-05-20,51,73.9,50.6,62.25,71.4,45.0,58.2,0.004,0.004,0.0,1.0,9.8,True,False,True
2014-05-21,51,71.5,56.7,64.1,69.8,55.2,62.5,0.016,0.016,0.0,2.0,9.2,True,False,True
2014-05-22,63,65.4,57.4,61.400000000000006,65.8,58.0,61.9,0.433,0.433,0.0,9.0,7.4,True,False,True
2014-05-23,61,66.8,56.4,61.599999999999994,68.3,56.2,62.25,0.335,0.335,0.0,14.0,4.5,True,False,True
2014-05-24,61,67.4,55.8,61.6,70.5,53.7,62.1,0.165,0.165,0.0,6.0,7.9,True,False,True
2014-05-25,3,76.6,53.7,65.15,74.8,52.2,63.5,0.0,0.0,0.0,0.0,6.4,False,False,False
2014-05-26,3,82.2,59.0,70.6,83.1,55.8,69.44999999999999,0.0,0.0,0.0,0.0,10.2,False,False,False
2014-05-27,51,83.9,62.9,73.4,87.0,63.1,75.05,0.016,0.016,0.0,2.0,9.4,True,False,True
2014-05-28,53,68.6,54.0,61.3,73.3,49.2,61.25,0.043,0.043,0.0,3.0,10.3,True,False,True
2014-05-29,3,61.3,51.5,56.4,61.2,47.2,54.2,0.0,0.0,0.0,0.0,8.7,False,False,False
2014-05-30,51,71.8,52.7,62.25,70.2,51.3,60.75,0.004,0.004,0.0,1.0,8.5,True,False,True
2014-05-31,51,67.7,55.7,61.7,64.0,51.8,57.9,0.016,0.016,0.0,3.0,13.0,True,False,True
2014-06-01,3,73.1,50.2,61.65,74.8,47.4,61.099999999999994,0.0,0.0,0.0,0.0,8.2,False,False,False
2014-06-02,1,78.2,52.2,65.2,78.7,48.8,63.75,0.0,0.0,0.0,0.0,8.1,False,False,False
2014-06-03,61,83.5,60.1,71.8,89.6,59.7,74.65,0.13,0.13,0.0,4.0,7.6,True,False,True
2014-06-04,3,78.9,61.0,69.95,83.5,62.4,72.95,0.0,0.0,0.0,0.0,7.4,False,False,False
2014-06-05,63,73.1,61.9,67.5,73.2,61.1,67.15,0.827,0.827,0.0,15.0,10.1,True,False,True
2014-06-06,3,73.0,58.5,65.75,71.1,55.5,63.3,0.0,0.0,0.0,0.0,10.2,False,False,False
2014-06-07,2,78.3,56.2,67.25,80.4,54.5,67.45,0.0,0.0,0.0,0.0,6.8,False,False,False
2014-06-08,3,81.7,58.3,70.0,85.1,58.8,71.94999999999999,0.0,0.0,0.0,0.0,9.1,False,False,False
2014-06-09,61,69.3,64.0,66.65,73.1,64.6,68.85,0.343,0.343,0.0,17.0,6.9,True,False,True
2014-06-10,51,74.9,64.7,69.80000000000001,79.6,67.9,73.75,0.031,0.031,0.0,5.0,6.1,True,False,True
2014-06-11,53,68.0,60.8,64.4,69.2,60.6,64.9,0.039,0.039,0.0,2.0,11.4,True,False,True
2014-06-12,51,72.3,60.5,66.4,73.5,59.9,66.7,0.039,0.039,0.0,5.0,11.9,True,False,True
2014-06-13,61,76.2,64.8,70.5,81.9,66.8,74.35,0.756,0.756,0.0,18.0,9.0,True,False,True
2014-06-14,53,73.3,60.9,67.1,75.1,57.1,66.1,0.031,0.031,0.0,1.0,12.8,True,False,True
2014-06-15,3,77.3,57.1,67.2,77.7,53.4,65.55,0.0,0.0,0.0,0.0,9.8,False,False,False
2014-06-16,3,78.3,58.4,68.35,84.4,58.7,71.55000000000001,0.0,0.0,0.0,0.0,8.3,False,False,False
2014-06-17,3,86.9,65.6,76.25,93.3,67.6,80.44999999999999,0.0,0.0,0.0,0.0,9.1,False,False,False
2014-06-18,3,87.0,73.1,80.05,90.0,76.5,83.25,0.0,0.0,0.0,0.0,12.2,False,False,False
2014-06-19,61,74.2,66.9,70.55000000000001,76.9,70.2,73.55000000000001,0.343,0.343,0.0,10.0,8.4,True,False,True
2014-06-20,3,77.6,61.5,69.55,77.5,59.2,68.35,0.0,0.0,0.0,0.0,10.4,False,False,False
2014-06-21,3,74.3,59.9,67.1,75.4,57.3,66.35,0.0,0.0,0.0,0.0,8.7,False,False,False
2014-06-22,3,75.0,62.3,68.65,78.1,63.8,70.94999999999999,0.0,0.0,0.0,0.0,6.5,False,False,False
2014-06-23,3,79.4,60.8,70.1,81.8,61.4,71.6,0.0,0.0,0.0,0.0,9.5,False,False,False
2014-06-24,3,80.2,63.0,71.6,81.6,64.0,72.8,0.0,0.0,0.0,0.0,11.7,False,False,False
2014-06-25,53,83.9,66.9,75.4,89.2,68.9,79.05000000000001,0.043,0.043,0.0,5.0,10.0,True,False,True
2014-06-26,61,83.2,70.6,76.9,86.3,76.0,81.15,0.157,0.157,0.0,5.0,8.0,True,False,True
2014-06-27,51,78.3,66.5,72.4,84.2,68.3,76.25,0.024,0.024,0.0,5.0,8.6,True,False,True
2014-06-28,3,82.8,61.7,72.25,86.7,62.9,74.8,0.0,0.0,0.0,0.0,9.6,False,False,False
2014-06-29,3,80.6,63.0,71.8,85.0,64.9,74.95,0.0,0.0,0.0,0.0,10.1,False,False,False
2014-06-30,3,84.3,63.1,73.7,87.6,64.9,76.25,0.0,0.0,0.0,0.0,8.4,False,False,False
2014-07-01,3,88.4,68.7,78.55000000000001,92.4,72.3,82.35,0.0,0.0,0.0,0.0,11.4,False,False,False
2014-07-02,61,90.3,72.9,81.6,97.3,77.8,87.55,0.102,0.102,0.0,2.0,13.1,True,False,True
2014-07-03,61,87.3,72.9,80.1,95.4,81.2,88.30000000000001,0.319,0.319,0.0,13.0,9.0,True,False,True
2014-07-04,63,73.5,66.2,69.85,80.8,60.5,70.65,0.701,0.701,0.0,12.0,14.7,True,False,True
2014-07-05,1,79.4,62.3,70.85,78.9,57.4,68.15,0.0,0.0,0.0,0.0,14.7,False,False,False
2014-07-06,2,83.4,60.9,72.15,83.7,59.8,71.75,0.0,0.0,0.0,0.0,10.1,False,False,False
2014-07-07,3,89.2,68.0,78.6,91.6,67.3,79.44999999999999,0.0,0.0,0.0,0.0,12.8,False,False,False
2014-07-08,53,91.5,72.2,81.85,94.4,75.6,85.0,0.024,0.024,0.0,1.0,14.7,True,False,True
2014-07-09,53,85.4,71.6,78.5,87.4,73.7,80.55000000000001,0.051,0.051,0.0,4.0,13.0,True,False,True
2014-07-10,51,80.8,68.8,74.8,85.3,71.6,78.44999999999999,0.016,0.016,0.0,2.0,6.6,True,False,True
2014-07-11,3,82.9,67.7,75.30000000000001,86.8,69.4,78.1,0.0,0.0,0.0,0.0,8.4,False,False,False
2014-07-12,3,82.5,65.2,73.85,86.2,69.1,77.65,0.0,0.0,0.0,0.0,11.0,False,False,False
2014-07-13,51,85.0,69.1,77.05,88.6,70.9,79.75,0.004,0.004,0.0,1.0,12.2,True,False,True
2014-07-14,63,82.4,72.9,77.65,89.9,77.2,83.55000000000001,0.815,0.815,0.0,12.0,10.5,True,False,True
2014-07-15,63,84.6,72.8,78.69999999999999,94.4,79.7,87.05000000000001,0.657,0.657,0.0,16.0,10.1,True,False,True
2014-07-16,61,80.2,70.5,75.35,84.7,74.9,79.80000000000001,0.437,0.437,0.0,12.0,7.9,True,False,True
2014-07-17,3,77.6,65.1,71.35,79.4,66.5,72.95,0.0,0.0,0.0,0.0,7.4,False,False,False
2014-07-18,3,79.8,61.3,70.55,81.8,61.7,71.75,0.0,0.0,0.0,0.0,7.2,False,False,False
2014-07-19,3,75.3,64.3,69.8,75.8,67.3,71.55,0.0,0.0,0.0,0.0,7.1,False,False,False
2014-07-20,51,75.5,64.1,69.8,76.3,66.1,71.19999999999999,0.02,0.02,0.0,3.0,7.9,True,False,True
2014-07-21,3,82.0,63.6,72.8,86.5,65.8,76.15,0.0,0.0,0.0,0.0,7.4,False,False,False
2014-07-22,2,84.7,65.1,74.9,88.9,68.3,78.6,0.0,0.0,0.0,0.0,8.9,False,False,False
2014-07-23,3,86.7,69.7,78.2,92.9,72.5,82.7,0.0,0.0,0.0,0.0,9.8,False,False,False
2014-07-24,3,80.1,69.2,74.65,81.8,69.2,75.5,0.0,0.0,0.0,0.0,8.0,False,False,False
2014-07-25,3,81.1,63.9,72.5,84.6,62.0,73.3,0.0,0.0,0.0,0.0,9.3,False,False,False
2014-07-26,51,80.0,65.0,72.5,79.9,65.2,72.55000000000001,0.004,0.004,0.0,1.0,8.1,True,False,True
2014-07-27,55,87.4,68.6,78.0,90.6,72.8,81.69999999999999,0.138,0.138,0.0,6.0,8.9,True,False,True
2014-07-28,53,83.0,68.6,75.8,86.2,66.3,76.25,0.091,0.091,0.0,4.0,13.2,True,False,True
2014-07-29,3,77.1,62.8,69.94999999999999,77.5,62.3,69.9,0.0,0.0,0.0,0.0,10.8,False,False,False
2014-07-30,3,77.9,62.8,70.35,77.7,62.7,70.2,0.0,0.0,0.0,0.0,5.0,False,False,False
2014-07-31,3,80.8,62.8,71.8,79.8,63.8,71.8,0.0,0.0,0.0,0.0,9.9,False,False,False
2014-08-01,53,82.9,66.5,74.7,87.3,70.2,78.75,0.028,0.028,0.0,2.0,9.8,True,False,True
2014-08-02,61,73.5,66.7,70.1,74.6,69.2,71.9,0.287,0.287,0.0,8.0,9.2,True,False,True
2014-08-03,53,74.7,63.7,69.2,78.2,66.5,72.35,0.13,0.13,0.0,7.0,5.0,True,False,True
2014-08-04,51,82.0,64.6,73.3,87.5,67.9,77.7,0.008,0.008,0.0,1.0,5.0,True,False,True
2014-08-05,3,85.7,65.5,75.6,91.2,69.2,80.2,0.0,0.0,0.0,0.0,6.8,False,False,False
2014-08-06,51,83.3,67.6,75.44999999999999,86.7,71.0,78.85,0.012,0.012,0.0,1.0,8.5,True,False,True
2014-08-07,1,80.8,63.2,72.0,79.3,62.5,70.9,0.0,0.0,0.0,0.0,9.7,False,False,False
2014-08-08,3,81.0,60.5,70.75,81.8,59.1,70.45,0.0,0.0,0.0,0.0,7.0,False,False,False
2014-08-09,3,83.8,61.9,72.85,86.5,63.0,74.75,0.0,0.0,0.0,0.0,5.4,False,False,False
2014-08-10,3,85.7,65.9,75.80000000000001,88.3,68.2,78.25,0.0,0.0,0.0,0.0,6.4,False,False,False
2014-08-11,3,83.2,67.7,75.45,83.6,71.1,77.35,0.0,0.0,0.0,0.0,10.9,False,False,False
2014-08-12,61,74.7,68.6,71.65,76.8,72.0,74.4,0.362,0.362,0.0,14.0,11.4,True,False,True
2014-08-13,61,80.3,68.6,74.44999999999999,82.1,69.5,75.8,0.291,0.291,0.0,6.0,13.2,True,False,True
2014-08-14,3,74.9,62.2,68.55000000000001,72.3,60.2,66.25,0.0,0.0,0.0,0.0,10.4,False,False,False
2014-08-15,3,74.6,57.4,66.0,70.5,56.1,63.3,0.0,0.0,0.0,0.0,10.0,False,False,False
2014-08-16,3,78.5,57.6,68.05,77.1,56.7,66.9,0.0,0.0,0.0,0.0,10.9,False,False,False
2014-08-17,2,80.6,62.8,71.69999999999999,79.9,62.8,71.35,0.0,0.0,0.0,0.0,9.6,False,False,False
2014-08-18,3,78.8,59.0,68.9,77.5,59.5,68.5,0.0,0.0,0.0,0.0,8.8,False,False,False
2014-08-19,2,80.4,60.7,70.55000000000001,84.6,60.8,72.69999999999999,0.0,0.0,0.0,0.0,6.9,False,False,False
2014-08-20,51,80.9,64.3,72.6,83.3,68.6,75.94999999999999,0.008,0.008,0.0,1.0,8.3,True,False,True
2014-08-21,51,79.1,66.7,72.9,82.3,70.5,76.4,0.059,0.059,0.0,6.0,8.5,True,False,True
2014-08-22,51,75.8,67.3,71.55,77.3,69.2,73.25,0.047,0.047,0.0,6.0,7.8,True,False,True
2014-08-23,53,73.9,65.2,69.55000000000001,73.4,66.9,70.15,0.098,0.098,0.0,6.0,8.1,True,False,True
2014-08-24,3,77.6,60.6,69.1,76.7,62.3,69.5,0.0,0.0,0.0,0.0,8.2,False,False,False
2014-08-25,3,85.6,58.9,72.25,88.9,59.4,74.15,0.0,0.0,0.0,0.0,5.1,False,False,False
2014-08-26,3,85.2,69.8,77.5,90.4,72.0,81.2,0.0,0.0,0.0,0.0,7.2,False,False,False
2014-08-27,3,88.4,64.4,76.4,92.7,66.9,79.80000000000001,0.0,0.0,0.0,0.0,6.9,False,False,False
2014-08-28,2,81.0,67.9,74.45,81.6,64.2,72.9,0.0,0.0,0.0,0.0,11.9,False,False,False
2014-08-29,3,76.7,60.0,68.35,79.0,58.8,68.9,0.0,0.0,0.0,0.0,8.9,False,False,False
2014-08-30,3,79.3,62.5,70.9,80.0,63.7,71.85,0.0,0.0,0.0,0.0,9.2,False,False,False
2014-08-31,63,87.8,70.5,79.15,92.1,73.2,82.65,0.362,0.362,0.0,7.0,8.7,True,False,True
2014-09-01,51,86.0,71.4,78.7,90.9,78.2,84.55000000000001,0.02,0.02,0.0,2.0,6.9,True,False,True
2014-09-02,3,89.8,71.5,80.65,96.4,77.1,86.75,0.0,0.0,0.0,0.0,12.7,False,False,False
2014-09-03,3,84.8,69.7,77.25,85.9,72.0,78.95,0.0,0.0,0.0,0.0,12.6,False,False,False
2014-09-04,3,84.8,65.6,75.19999999999999,86.8,68.2,77.5,0.0,0.0,0.0,0.0,8.5,False,False,False
2014-09-05,51,84.8,66.9,75.85,89.8,71.4,80.6,0.024,0.024,0.0,2.0,7.6,True,False,True
2014-09-06,55,90.7,73.9,82.30000000000001,94.8,79.4,87.1,0.059,0.059,0.0,2.0,10.7,True,False,True
2014-09-07,53,79.0,65.2,72.1,79.4,66.6,73.0,0.059,0.059,0.0,3.0,9.6,True,False,True
2014-09-08,3,74.9,63.7,69.30000000000001,72.6,62.3,67.44999999999999,0.0,0.0,0.0,0.0,10.8,False,False,False
2014-09-09,51,72.7,64.1,68.4,71.8,62.8,67.3,0.008,0.008,0.0,1.0,10.6,True,False,True
2014-09-10,3,76.3,61.4,68.85,78.4,61.9,70.15,0.0,0.0,0.0,0.0,7.2,False,False,False
2014-09-11,51,83.5,66.5,75.0,86.2,67.8,77.0,0.008,0.008,0.0,1.0,12.9,True,False,True
2014-09-12,3,76.1,60.5,68.3,75.4,57.8,66.6,0.0,0.0,0.0,0.0,11.1,False,False,False
2014-09-13,63,67.9,59.1,63.5,67.3,55.9,61.599999999999994,0.311,0.311,0.0,8.0,11.5,True,False,True
2014-09-14,3,68.6,52.4,60.5,67.6,49.1,58.349999999999994,0.0,0.0,0.0,0.0,9.6,False,False,False
2014-09-15,3,69.7,51.8,60.75,68.4,48.1,58.25,0.0,0.0,0.0,0.0,7.7,False,False,False
2014-09-16,51,69.2,56.1,62.650000000000006,68.1,56.6,62.349999999999994,0.004,0.004,0.0,1.0,6.1,True,False,True
2014-09-17,3,71.0,52.0,61.5,69.1,50.4,59.75,0.0,0.0,0.0,0.0,5.1,False,False,False
2014-09-18,2,73.8,51.7,62.75,70.4,50.1,60.25,0.0,0.0,0.0,0.0,6.3,False,False,False
2014-09-19,3,65.5,55.6,60.55,63.4,50.1,56.75,0.0,0.0,0.0,0.0,10.2,False,False,False
2014-09-20,51,74.4,57.2,65.80000000000001,71.9,55.6,63.75,0.016,0.016,0.0,1.0,11.0,True,False,True
2014-09-21,55,76.3,65.1,70.69999999999999,81.6,68.7,75.15,0.146,0.146,0.0,12.0,7.6,True,False,True
2014-09-22,2,69.0,56.0,62.5,70.1,50.2,60.15,0.0,0.0,0.0,0.0,12.8,False,False,False
2014-09-23,1,70.0,48.5,59.25,67.8,45.2,56.5,0.0,0.0,0.0,0.0,6.9,False,False,False
2014-09-24,3,70.0,54.2,62.1,66.6,52.7,59.65,0.0,0.0,0.0,0.0,10.3,False,False,False
2014-09-25,55,65.0,58.6,61.8,62.4,55.9,59.15,0.161,0.161,0.0,8.0,11.6,True,False,True
2014-09-26,1,75.6,56.0,65.8,73.6,52.9,63.25,0.0,0.0,0.0,0.0,9.1,False,False,False
2014-09-27,0,80.7,56.5,68.6,81.3,54.4,67.85,0.0,0.0,0.0,0.0,7.4,False,False,False
2014-09-28,3,82.1,59.2,70.65,83.0,60.6,71.8,0.0,0.0,0.0,0.0,6.2,False,False,False
2014-09-29,3,78.9,60.8,69.85,78.5,61.7,70.1,0.0,0.0,0.0,0.0,5.9,False,False,False
2014-09-30,53,69.6,62.0,65.8,71.3,62.2,66.75,0.055,0.055,0.0,5.0,8.1,True,False,True
2014-10-01,53,63.7,58.9,61.3,62.6,59.0,60.8,0.11,0.11,0.0,8.0,10.2,True,False,True
2014-10-02,3,65.4,59.5,62.45,64.6,58.3,61.449999999999996,0.0,0.0,0.0,0.0,9.2,False,False,False
2014-10-03,3,67.7,55.0,61.35,66.8,54.1,60.45,0.0,0.0,0.0,0.0,8.6,False,False,False
2014-10-04,61,65.8,56.7,61.25,68.8,50.1,59.45,0.484,0.484,0.0,11.0,11.1,True,False,True
2014-10-05,1,60.7,45.9,53.3,53.6,38.3,45.95,0.0,0.0,0.0,0.0,11.8,False,False,False
2014-10-06,0,68.0,46.3,57.15,62.2,42.2,52.2,0.0,0.0,0.0,0.0,12.3,False,False,False
2014-10-07,53,73.3,59.9,66.6,70.4,56.3,63.35,0.02,0.02,0.0,1.0,12.1,True,False,True
2014-10-08,63,71.4,60.4,65.9,65.2,55.0,60.1,0.303,0.303,0.0,5.0,14.6,True,False,True
2014-10-09,3,68.8,51.5,60.15,60.7,47.6,54.150000000000006,0.0,0.0,0.0,0.0,14.4,False,False,False
2014-10-10,3,62.9,47.5,55.2,58.7,44.4,51.55,0.0,0.0,0.0,0.0,6.4,False,False,False
2014-10-11,63,56.8,48.4,52.599999999999994,55.8,45.9,50.849999999999994,0.587,0.587,0.0,9.0,8.7,True,False,True
2014-10-12,3,60.4,46.1,53.25,58.1,41.3,49.7,0.0,0.0,0.0,0.0,7.7,False,False,False
2014-10-13,3,64.6,47.7,56.15,61.9,44.2,53.05,0.0,0.0,0.0,0.0,8.1,False,False,False
2014-10-14,3,74.4,61.8,68.1,73.6,62.6,68.1,0.0,0.0,0.0,0.0,11.9,False,False,False
2014-10-15,63,75.8,66.5,71.15,76.0,67.0,71.5,0.311,0.311,0.0,5.0,14.1,True,False,True
2014-10-16,63,69.9,59.9,64.9,70.3,59.9,65.1,1.193,1.193,0.0,12.0,11.4,True,False,True
2014-10-17,2,69.6,55.7,62.65,66.0,54.0,60.0,0.0,0.0,0.0,0.0,10.4,False,False,False
2014-10-18,3,68.6,56.3,62.449999999999996,64.8,52.5,58.65,0.0,0.0,0.0,0.0,11.2,False,False,False
2014-10-19,3,56.9,43.8,50.349999999999994,51.2,36.4,43.8,0.0,0.0,0.0,0.0,15.3,False,False,False
2014-10-20,3,58.2,38.8,48.5,51.8,33.4,42.599999999999994,0.0,0.0,0.0,0.0,8.5,False,False,False
2014-10-21,61,64.4,50.6,57.5,62.5,48.1,55.3,0.15,0.15,0.0,8.0,7.3,True,False,True
2014-10-22,61,54.8,49.6,52.2,51.9,42.0,46.95,0.72,0.72,0.0,20.0,16.6,True,False,True
2014-10-23,53,51.4,49.0,50.2,44.8,40.8,42.8,0.193,0.193,0.0,10.0,17.5,True,False,True
2014-10-24,51,61.5,49.5,55.5,57.8,44.0,50.9,0.008,0.008,0.0,1.0,12.1,True,False,True
2014-10-25,3,64.7,45.2,54.95,59.5,40.2,49.85,0.0,0.0,0.0,0.0,11.6,False,False,False
2014-10-26,3,59.3,49.8,54.55,51.7,44.2,47.95,0.0,0.0,0.0,0.0,15.8,False,False,False
2014-10-27,3,61.4,46.3,53.849999999999994,56.6,40.9,48.75,0.0,0.0,0.0,0.0,9.1,False,False,False
2014-10-28,3,70.0,45.9,57.95,69.1,42.1,55.599999999999994,0.0,0.0,0.0,0.0,6.8,False,False,False
2014-10-29,61,66.6,50.5,58.55,65.3,47.3,56.3,0.118,0.118,0.0,2.0,9.8,True,False,True
2014-10-30,3,57.1,44.1,50.6,51.4,40.0,45.7,0.0,0.0,0.0,0.0,7.2,False,False,False
2014-10-31,3,53.9,43.1,48.5,48.6,37.6,43.1,0.0,0.0,0.0,0.0,11.8,False,False,False
2014-11-01,61,49.8,41.0,45.4,43.5,31.8,37.65,0.591,0.591,0.0,24.0,17.0,True,False,True
2014-11-02,51,47.3,39.2,43.25,34.6,27.8,31.200000000000003,0.028,0.028,0.0,3.0,20.8,True,False,True
2014-11-03,1,57.9,38.5,48.2,50.0,27.4,38.7,0.0,0.0,0.0,0.0,14.8,False,False,False
2014-11-04,3,65.0,42.7,53.85,60.1,35.5,47.8,0.0,0.0,0.0,0.0,9.3,False,False,False
2014-11-05,3,61.8,48.7,55.25,56.1,44.5,50.3,0.0,0.0,0.0,0.0,10.1,False,False,False
2014-11-06,61,51.3,46.2,48.75,48.3,43.0,45.65,0.394,0.394,0.0,14.0,7.0,True,False,True
2014-11-07,51,51.5,38.3,44.9,43.1,29.2,36.15,0.016,0.016,0.0,2.0,14.4,True,False,True
2014-11-08,3,46.6,33.5,40.05,38.6,26.2,32.4,0.0,0.0,0.0,0.0,9.8,False,False,False
2014-11-09,3,55.7,41.1,48.400000000000006,49.5,35.8,42.65,0.0,0.0,0.0,0.0,7.4,False,False,False
2014-11-10,3,58.4,38.3,48.349999999999994,54.2,33.4,43.8,0.0,0.0,0.0,0.0,5.3,False,False,False
2014-11-11,3,63.8,43.6,53.7,61.7,38.9,50.3,0.0,0.0,0.0,0.0,7.6,False,False,False
2014-11-12,3,64.2,46.0,55.1,62.7,40.4,51.55,0.0,0.0,0.0,0.0,9.4,False,False,False
2014-11-13,55,46.3,36.0,41.15,41.0,29.5,35.25,0.126,0.126,0.0,5.0,6.9,True,False,True
2014-11-14,55,43.0,32.9,37.95,31.9,24.4,28.15,0.134,0.134,0.0,6.0,12.5,True,False,True
2014-11-15,3,40.9,29.5,35.2,32.4,21.6,27.0,0.0,0.0,0.0,0.0,8.9,False,False,False
2014-11-16,3,42.5,29.3,35.9,36.4,23.7,30.049999999999997,0.0,0.0,0.0,0.0,4.3,False,False,False
